oracle,generated_summary,jsd_hungarian
"Counsel for the plaintiffs brings two notices of motion seeking 1) the opportunity to cross-examine a deponent on her affidavit and 2) an order to compel one of defendants to supply pre-certification notices to all persons who may be eligible to participate in the class action that is contemplated. HELD: The motions are dismissed with no order as to costs.  1) One of defendants contends that 7 people alleged by the plaintiffs to be viable class members have already entered into a full and final settlement with the defendant. This defendant earlier sought to examine these individuals. The Justice of this action at that time did not allow the examination but instead made an order permitting the defendant to file affidavits on the issue. This is the source of the affidavit the plaintiff seeks cross-examination on. The order also allowed the plaintiffs to file reply affidavits, which they chose not to do. There is nothing in the original order that could be interpreted as saying that the plaintiffs could cross-examine on the affidavit. In the view of the Court, having chosen not to file reply affidavits pursuant to the original order, it is not reasonable for plaintiff's counsel to embark on a totally different approach several weeks after the deadline has passed. There is also some concern that the actual purpose of the proposed cross-examination would be more general and broad-ranging than a mere challenge to the defendant's assertion that the individuals at issue have already entered into full and final settlements with the defendant.  2) In its barest sense, plaintiffs' counsel requests that the defendant supply a plaintiff by way of sending pre-certification notices to its clients. The Court is aware of Lewis v. Shell, where an Ontario court ordered notice to potential class members. However, that case is not similar to this case. In the Lewis case, the Court was faced with concern over the defendant contacting individuals who might be potential class members for the purpose of obtaining early settlements. Moreover, the Ontario class actions legislation is less restrictive than Saskatchewan's. The section of the Class Action Act which may permit such an order refer to a 'class action,' not an 'action.' As this case is still in the pre-certification stage, it is not yet a class action within the meaning of the Act. Spavier v. Canada also indicates that pre-certification motions of this sort would rarely be successful in this jurisdiction.","The plaintiff brought a motion pursuant to s. 12 of The Class Actions Act of Ontario for an order compelling the defendant to produce a list of proposed class members who had been provided with a letter and related package by the defendant (relating to test of their premises for contamination). The plaintiff sought to have the defendant's counsel, Merchant Law Group, (MLG), examine the plaintiff on her affidavit. HELD: The application was dismissed. 1) This is still an 'action' and not a 'class action'. The plaintiff was not entitled to cross examine the defendant on an affidavit. The examination may end up being more broad ranging than that and could be an attempt via Ms. Moore to get information from Red Seal itself as to its customer data base that Red Seal may have regarding customers that may have booked with Red Seal during the proposed class. 2) Based on the plain wording of Justice Ottenbreit J.’s judgment and the context of the preparation of the Moore affidavit, the Court must dismiss the application for examination on the affidavit. 3) The Court must not rely on s. 14 prior to certification of the action as a class action. The usual practices and application of the common law regarding civil litigation apply.. The practices and implementation of the Rules of Court do not get suspended merely because this is an action. There have not been any previous cases in which a plaintiff was allowed to cross-examine a defendant on a document. The Court has jurisdiction to make pre-certification orders. 4) In this case, the court was faced with concern over the defendant contacting individuals who might have booked through Red Seal for the purpose of obtaining early settlements. It was clear that the defendant was taking the position that the plaintiff had no claim and would be moving for summary judgment. 5) It appears to me that the actual purpose of examining the plaintiff is not to challenge her version of the circumstances leading up to the signing of the alleged settlement agreements by the Roussys. Rather, it is a more general and broad ranging interrogation of the plaintiff about other customers who may have book booked through her office with the defendant at the relevant time of this case. It is important to note that the wording of s.14 and s.24 of the Act in this case creates concern about the suspension of time limitations. 6) The application is dismissed for failure to produce proper representative plaintiff.",3.4022419714659318
"At issue is the amount of Income Replacement Benefits (IRB) payable to the appellant by SGI. The parties agree that the calculation of the IRB as provided by s. 117 of the Act is the annualized sum of $28,889.75. The appellant takes issue with SGI's reduction of the amount determined in accordance with s. 117 of the Act by calculating the appellant's net income in accordance with s. 135 to s. 138 of the Act. HELD: SGI has correctly calculated the appellant's IRB when it made the requisite deductions as set out in s. 137 to find the appellant's net income, and then reduced the net income to 90% to determine his IRB. It would be neither a rational nor fair interpretation to reduce a full-time earner's IRB by 90% and not the other types of earners. It would be neither a rational nor fair interpretation to deduct income tax, employment insurance premiums and Canada Pension contributions from only full-time earners. All earners are subject to these payments being deducted from their income but for their inability to earn an income because of an automobile accident. The further deductions to obtain the non- earner's IRB are in keeping with his earning reality.","HELD: The court found that SGI had correctly calculated Montgrand's IRB when it made the requisite deductions as set out in s. 137 to find his net income, and then reduced the IRB to 90% on the basis of pre-judgment interest. It would be neither a rational nor fair interpretation to deduct income tax, employment insurance premiums and Canada Pension contributions from only full-time earners. All earners are subject to these payments being deducted from their income but for their inability to earn an income because of an automobile accident. The further deductions to obtain the non-earner’s IRB are in keeping with his earning reality. The IRB for the 181st and subsequent days following an accident should not be less than the income replacement benefit payable during the first 180 days after the accident, as determined pursuant to s. 116 of the Act. Counsel for Montgrand also appealed SGI's calculation of interest on monies owed to Montgrand. Counsel now concedes SGI was correct in applying Regulation 102 which states, “Interest payable pursuant to Part VIII is to be calculated in accordance with the Prejudgment Interest Act.” The Court found that s. 117(3) of the Personal Injury Benefits Regulations, s. 24 of the PIPR Regulations, and s. 135 of the Saskatchewan Court of Appeal, which are the relevant sections for claims made in 2001, state: 1) The Court held that the hearing judge erred in holding that the Income Replacement Benefits (IRB) for the post 180 day period was not to be more than the amount received for the 180 days. The Court also held that it would not be a rational or fair interpretation for SGI to deduct the income tax from all income earners and not the other types of earners. 2) SGI argued that the Act is intended to correlate victim's income with his or her earning reality and that once the annualized sum of $28,889.75 was set, the provisions of s.117(4) do not apply. The legislation attempts to find the income of all victims. 3) The Act is designed to correlate a victim's employment income but not the income from an accident. 4) The provisions of ss. 117 (3) and ss. 24(1) of Saskatchewan Regulations contemplate the payment of claimant's solicitor and client costs if the claimant is successful on appeal. 5) The hearing judge raised no concern with respect to the 'weighted average approach' used by SGI in calculating the net income for",4.412610338225112
"The appellant contests an order for $600.00 monthly spousal support given by a Chambers judge on an application to review a previous order which granted the respondent $300.00 monthly spousal support for a period of 1 year. The parties were married for 24 years following a 2-year period of cohabitation. They have 2 adult children, one of which is largely supported by the appellant. Both parties have some health problems. Originally, the appellant was ordered to pay the respondent $300.00 in monthly spousal support for a period of 1 year. Given the appellant's health difficulties and the fact that he was nearing retirement, the trial judge noted that the respondent would do well to become self-sufficient as soon as possible. The Chambers judge who reviewed the original order found that, during the year period the respondent was collecting spousal support, she had not engaged in any gainful employment. She had sold her house and used the proceeds to spend over 4 months living in Hawaii and Jamaica. She obtained probationary employment just after filing a notice of motion but lost the job before the hearing commenced. HELD: The appeal is allowed, the orders of the Chambers judge for spousal support and costs against the appellant are set aside. The Chambers judge imputed an income of $14,289 to the respondent on the basis that she was capable of working 30 hours per week at minimum wage. He did not indicate why he did not find her capable of full time employment. The Chambers judge made an error in calculating the income of the appellant. He also discounted the expenses borne by the appellant in relation the maintenance of their adult child, who was a full-time student. It was incumbent on the respondent to establish that she was unable to become self-sufficient. The evidence did not begin to establish that and, in fact, clearly showed that she made little effort to do so within the year allocated by the trial judge.","This appeal from a spousal support order was allowed orally from the bench for the reasons set out in Rimmer v. Adshead 2004 SKQB 536 (CanLII). It was clear that Ottenbreit J. set an order for fixed and short term in order to give the respondent an opportunity to find appropriate employment and become self sufficient. The parties separated in 2003 after 24 years of marriage following two years of cohabitation.. At the time of the judgment, the appellant was 60 years old and the respondent was 53.. They had two adult children, born in 1984 and 1989 respectively.. After the marriage, the respondent had worked at Safeway, but took a buyout of her pension and job in exchange for $35,000.. She was disabled and still receiving treatments. She still lived with her father and was attending school.. The respondent was receiving social assistance in the sum of $14,000 annually. The chambers judge discounted the relevance of the expenses of maintaining the appellant on the basis that she was over 18, without determining whether she was still a child of the marriage as a full time student. He found the appellant's income to be $38,964.37 and found her capable of working 30 hours week at minimum wage. She was also disabled and did not know when she would be well enough to work 40 hours per week.. She had taken vocational training course for computers and reflexology course since losing the Westfair position but had been unable to receive any offers of employment since losing it. She also had some health problems. She had been diagnosed with shingles and an attack in the nature of stroke in March 2006. Prior to the hearing of her application, she lost this position and used the proceeds to spend over four months out of Canada, living in Hawaii part of the time and spending month-long vacation in Jamaica.. She paid child support of $600 per month. HELD: Appeal allowed. 1) The Court found that the Court's approach to Sandomirsky J. on a review of the issue of spousals in light of Rimmer was in error. The Court held that the approach of Sandomierk J. (2005) 259 Sask. R. 161 per Dawson J. at paragraph 67. It was clearly not intended to be an error. 2) It was incumbent on the respondent on the review application to establish that she is unable to become self-sufficient. 3) The court found that retroactive support was appropriate.",6.758986976933837
"The appellant pled guilty to perjury and was sentenced to two years imprisonment. He appealed the sentence as being excessive and too harsh. Allowing the appeal and varying the sentence to nine months, that while perjury is a very serious offence, the sentence exceeded the range imposed for offences of this nature.","The appellant was charged with perjury. He pled guilty to a break, enter and theft charge. He was sentenced to two years imprisonment. Leave was sought to appeal from a sentence of 2 years imprisonment for perjury. The aggravating factors were serious and fell within a lower classification of time to be served.",2.032684887347569
"The Wife sought an interim distribution of matrimonial property and periodic maintenance for the 2 children of the marriage, aged 16 and 13. The Husband had not made an interim lump sum payment in the amount of $2,000.00 ordered in May and had undertaken to provide support monies after harvest. The Husband claimed that the value of the crop harvested was less than the farm expenses and resisted any change in the previous interim orders made. HELD: Application dismissed. The Court was not prepared to make the interim orders requested on the basis of the contradictory affidavits filed. A pre-trial was directed.","The applicant sought an interim distribution of matrimonial property and interim support for her two children, aged 16 and 13, and an order prohibiting the husband from contacting her and from going to her home or her workplace. HELD: The application was granted. The husband was ordered to have exclusive possession of the parties' farm home with the exception of the tool shed and other parts of the farm yard. He was also ordered to pay monthly child support retroactive to July 1. The court ordered that the husband be denied the right to enter the farm machinery and farm yard now that he is finished farming for the year. The Court directed that the Registrar allot a pre-trial date acceptable to both parties.  1)The Court was not prepared to vary or extend the order of May 27 and the extended order of October 19 which forbids the husbandfrom approaching the home quarter. 2)The evidence presented by the wife was simply her assertion that her husband has been earning. money which enables him to pay periodic support. He denies disposing of farm machinery, tools and farm machinery since the date of the order, other than the canola crop. which he harvested from rented land. He has not yet paid most of the production costs of the crop. He says he is looking for work but. because he is retired, he doesn't expect to find any work. 3)The court ordered the husband to pay half the value of. the crop, $200 per month for each of the children, retroactive July 1, and that he be denied access to the tools shed and the farmyard. 4)The husband was prohibited from entering the farm for the purpose of farming for. the year and from entering it for the same purpose. 5)It was not clear from the evidence that he was earning any of the money he was required to pay in support of his two children that he had continued to earn. money he had been earning from trucking and leasing out farm machinery for. custom work on neighbouring farms. He denied earning any money for driving truck or for custom farm work. Any driving he did was to help his son. and he drew no wages for it. whenever he wished. 6)The wife was also seeking an order that the Court be made to grant the husband access to his farm home retroactively to. July 1 and that the court be made aware of the unpaid costs.",13.44969501221795
"FIAT. The Crown applied to have a witness, who was an unindicted co-conspirator and separately charged with drug offences arising out of the same investigation, declared adverse pursuant to s9 of the Canada Evidence Act. She had contradicted her prior video taped statement made shortly after her arrest and had demonstrated hostile attitude towards the Crown. The defence took the position that she was now telling the truth; that the statement was improperly obtained in breach of the confession rules of voluntariness and the statement did not meet the requirements set out in R. v. K.G.B. HELD: The witness' prior statement may be introduced in evidence for the substantive truth of its contents. It will be for the jury to decide what, if any, portions of such statement they wish to accept. 1)A prior inconsistent statement cannot be introduced in evidence for its substantive content, unless the requirement of necessity, and a threshold of reliability arrived at on a balance of probabilities are established. When, as here, a witness recants, the requirement of necessity is established. The real issue is whether the prior statement meets the test for reliability. When, as here, there is only one demonstrably false piece of testimony in the statement, which does not implicate anyone but rather attempts to exonerate someone, the Court was not prepared to say ipso facto the statement is unreliable. 2)The independent evidence sufficiently corroborated her statement in enough different particulars that, but for the demonstrably false portion, it met the threshold of reliability.","FIAT: The Crown applies to have the witness declared adverse pursuant to s. 9 of the Canada Evidence Act on the basis that in the course of giving her evidence to date, she has demonstrated a hostile attitude towards the position of the Crown, and hascontradicted in a substantial way, her prior video-taped statement to police officers made shortly after her arrest. The Crown seeks to use her prior statement, not only for the purposes of impeaching her credibility at trial, but also as substantive evidence that may be left with the jury at the end of the trial. HELD: 1)The Crown is entitled to place the witness's prior statement on the evidence for its substantive content, unless the requirement of necessity, and a threshold of reliability arrived at on a balance of probabilities are established.  2)The evidence introduced on the voir dire confirms that the witness is not adverse, but is now telling the truth after lying about certain matters in her statement; 3)There is nothing unfair or that. would bring the administration of justice into disrepute in the case of this statement.",3.6187583191875476
"The accused, employed as doorman and relief bartender at the time of the altercation, was charged with assault causing bodily harm in which the complainant sustained significant injuries to his head and face. Three crown witnesses and five defence witnesses testified as to the altercation in the bar. HELD: The accused was found guilty. 1)The self-defence argument was not accepted. Neither s.34 or s.37 of the Criminal Code justified the assault. 2)The testimony of the Crown witnesses was accepted. The complainant was no threat to the accused in his inebriated state and the accused took advantage of the situation to administer a beating to him. The injuries were not consistent with the scenario described by the accused and the witnesses.","The accused was employed by Uncle Charlie's as a doorman and relief bartender. During the course of the night, there were two minor incidents and exchanges between Baikie, his associates, and the accused, neither of which progressed beyond the verbal stage. Baikies observed the accused make a motion or gesture which he interpreted as an invitation to become involved with him, and that the accused punched him over the shoulder, and then swung back and hit him on the back of the head, saw stars, and woke up in the off-sale part of the bar. The accused worked at the penitentiary. He met some friends and associates and spent the night socializing and dancing. He was employed as a bartender and did not drink on the job. HELD: The accused was found guilty of assault causing bodily harm. 1)The accused did not act in self defence. Even if he was, he used more force than necessary. Neither s.34 or s.37 of the Criminal Code justifies the assault.. 2)The Court accepted the accused's evidence that he threw only one punch, or Lillis' evidence of he and Layman knocked him out by falling on him. The injuries were not consistent with this scenario. 3)The court accepted the argument that he was acting in self-defence. 4)There was no evidence the accused was restrained in any way by the accused or by his co-workers. The court accepted that he did not have a clear shot at the accused. 5)The Crown did not accept the defence's argument that the 'threat of violence' was used to prevent the accused from getting involved in the altercation. 6)The facts relevant to the determination of the issues were as stated by the Crown. The facts were not accepted by the Court.",6.925560050954215
"The parties were married in September 1996 and subsequently separated in April of 1999. The parties both seek custody of their only child born in October 1997. The issues before the court is interim custody and primary residence of the child, access by the other parent and interim child maintenance. The parties filed evidence that was considerably contradictory relating to each other and respective abilities as parent. viva voce hearing was held to assist determining the questions of credibility. The mother aged 31 years of age, is employed as secretary. The mother remained at home during the first year of the child's birth then returned to work. The mother suffered from post partum depression following the child's birth and as result attempted to commit suicide. She was hospitalized for three weeks to receive psychiatric assistance. The psychiatrist who treated the mother states the mother is unlikely to have future suicide attempts and has responded well to treatment. The child was with the mother every afternoon during her hospitalization and the mother bonded with her son. The father is currently employed at Ipsco on shift work and is currently living with his parents. The father has had the child since the separation and the child has had little access with his mother. HELD: The child's primary residence should be with the mother. Based on the information before the Court, the mother has always been the primary caregiver of the child and remained at home with the child for the first year of his life. The mother was responsible for the child's day to day needs, health care and child care. As well the father asserts that he was involved in the child's health care needs but was unable to name the child's pediatrician. The father will have access to the child for three days when he is not working including overnight access. The father's gross annual income is $48,897 which results in a payment to the mother for child maintenance in the sum of $393.00 payable on the first day of each and every month until further ordered by the Court. In addition the father will responsible for 75% of the child care expenses.",HELD: Interim Custody/Primary Residence. Custody was granted to the respondent with access to the primary residence. The respondent was to continue to live in the same apartment occupied by the family prior to separation and was to have access with the child for the three days he was off work each week. There was no evidence that the respondent was the primary caregiver for the child. The court ordered interim custody of the child and ordered the respondent to pay child support of $89 per month for the duration of the interim custody order. The child was to remain with the respondent until April 15 of this year when interim custody was granted. The primary residence was to be the respondent's primary residence and the child care costs were to be paid by the respondent. HELD: 1)The respondent's health was not in the best interests to be in C.J.S.'s custody. It was in the child's best interests that she be in the primary care of her son. 2)The primary caretaker was to provide access to her son on three days each week he is off work. 3)The court ordered that the child should have access to his primary residence with the support of his primary caretakers. 4)The Court ordered that S.W.S. continue to provide child care to the petitioner with access. 5)The child should be provided with access on his third day of work. 6)The mother should be responsible for the costs of child care in the interim.,11.158985024592893
"The respondent was recruited by the respondents. Her job was to start quality assurance practice. She accepted an offer of employment, giving up her own company to do so. After 15 months she was dismissed. The trial judge in her action for wrongful dismissal and negligent misrepresentation did not find any negligent misrepresentation but awarded damages equivalent to five months notice for wrongful dismissal. The appellant appealed the dismissal of her claim for negligent misrepresentation and the notice period for her wrongful dismissal. The respondent cross-appealed the damage award, claiming the trial judge failed to take into account the appellant's failure to mitigate. Appeal and cross-appeal, that the evidence supports the trial judge's findings, and he did not make any errors in law.","HELD: The appeal was dismissed. The court found that the trial judge erred in failing to properly apply the principles of negligent misrepresentation as set out by the Supreme Court of Canada in Queen v. Cognos, 1993 CanLII 3563 (NS SC), 171 N.S.R. (2d) 360. The respondent cross-appealed, claiming the five-month notice period should be reduced due to the appellant's failure to mitigate her loss. The Court of Appeal reversed the judgment and dismissed the action on the basis that the term in the contract providing for dismissal on notice was an effective disclaimer precluding any separate action in tort.",2.754070631248492
"The Crown applied for an order forfeiting a vehicle pursuant to s.16(1) of the Controlled Drug and Substances Act. The registered owner applied for an order declaring her interest in the vehicle was not affected by any forfeiture order. The owner was passenger when 28.3 pounds of marijuana was discovered in the trunk of her Lincoln. She was found not guilty of trafficking and possession of marijuana for the purpose of trafficking. The driver was found guilty of possession for the purpose of trafficking. The trafficking charge against him was judicially stayed. HELD: An order of forfeiture issued pursuant to s.16(1). The application for relief was dismissed. 1)It was not necessary to address the Charter submissions with respect to s.19(3) because Crown counsel consented to the respondent's application being viewed as an application for relief from forfeiture under s.20. 2)It was impossible to conclude the respondent 'appeared innocent of any complicity' in the offence for which the driver was convicted and that she 'exercised all reasonable care to be satisfied' that the Lincoln was not likely to be used in the commission of the offence. 3)Section 11 of the Charter applies only when person has been charged with an offence. There was no charge against the respondent at this time. 4)The Act distinguishes between three types of persons who might own, or have an interest in, conveyance which is 'offence-related property': the interest of person convicted of the offence is forfeitable pursuant to s.16(1); if the person has been neither convicted nor charged and appears innocent of any complicity in the offence; someone charged with the offence which gave rise to the forfeiture application (as here). The forfeiture is not, except with respect to an offender, arbitrary. In view of the provisions available under the Act to obtain relief from forfeiture it cannot be concluded that empowering a court to grant an order of forfeiture constitutes cruel or unusual punishment.","The Crown applied pursuant to s. 16(1) of the Controlled Drug and Substances Act for an order forfeiting the Lincoln to Her Majesty in Right of Canada. HELD: The Crown applied, pursuant to ss. 19(4) and s. 20(4), to an order declaring that her interest in the Lincoln is not affected by any forfeiture order.  1) The Crown had previously applied pursuant s. 18 and 19 (the ""Act"") for an Order of forfeiture of the Lincoln. The Crown argued that the Lincoln was not a 'offence-related property' but rather a conveyance which was used to facilitate the commission of a designated substance offence. 2) Section 19(d) provides the authority for the court to grant relief to those who have been convicted or charged with the offence and, on balance of probabilities, that the property is not likely to have been used in connection with that offence. It is not necessary to address the Charter submissions with respect to s19(3), however, because Crown counsel consented to Brooks' submission being viewed as an application by her for relief from forfeiture pursuant to S16(1). 3) The Court has the powers of the Court upon the hearing of an application for relief. The Court is satisfied that the applicant has an interest in a forfeitable conveyance and that she has exercised all reasonable care to be satisfied that it was not likely that it would be used in a commission of an unlawful act by the person who was permitted by the applicant to obtain possession of the property or from whom the applicant obtained possession or, where the applicant is mortgagee or lienholder, by the mortgagor or a family member, or by the Minister as the Minister thinks fit. 4) It would only be on rare and unique occasions that court will find a sentence so grossly disproportionate that it violates the provisions of s. 12 of the Charter.",4.494265614814493
"The mother had custody of the 12 and year olds under the terms of the January 10, 2000 consent judgment. The father applied to vary child support in November on the basis of his reduced income. HELD: The application was dismissed with costs to the petitioner fixed at $1,000. The onus is on the applicant to provide cogent, independent or objective verification of change of circumstances. This application was brought 10 months after the pre-trial conference. It was of no consequence that someone may come into the home rather than using commercial day care service. There was no change in the father's hours of work or the schedule. The only change was that the mother was no longer available to provide care during Saturday of his access weekends. The mother was not to schedule activities during the father's access periods without his consent and he was to provide 7 days written notice if he chooses not to exercise access during specified times. This was not a variation of the custody/access regime but rather specific directions to provide some predictability for the children.","HELD: The application was dismissed with costs to the petitioner fixed in the amount of $1,000. It did not constitute a variation of the custody/access regime but rather, specific directions with respect to execution of the access regime. Variation of the Child Support Regime. The parties agreed to impute income to the respondent. The respondent was to pay child support in a fixed amount based upon his reported income but rather to reflect his true income including cash and unreported income. The petitioner was to schedule activities for the children during the respondent's access periods without his consent. The court found that there had not been any material change in the circumstances of the children since the consent judgment.",3.0428154820611697
"The plaintiff sues the defendant town for water damage sustained to her former residence when frozen pipes burst. The plaintiff claims she told the Town Office to shut off her water supply and the failure to do so let to the damages being sustained. HELD: The claim is dismissed. 1) There is no evidence that the plaintiff gave clear instructions to the town to shut off her water. 2) The proximate cause of the damage was turning off the heat and power without ensuring that water line, toilets, and the water tank had been properly drained. 3) The plaintiff sustained no damages herself. She admits she negotiated the sale price of $50,000 with her daughter prior to any damage being sustained to the property. No adjustment had to be made to her daughter thereafter for any 'loss' occasioned. Any claim would have to be made by her daughter not her.","The plaintiff brought an action for water damage sustained to her former residence when frozen pipes burst. She alleged that she instructed the Town Office to shut off her water supply and the failure to do so led to the damages being sustained. The Town of Martensville disputes that such instructions were given and that, in any event, the cause of the pipes bursting was not as result of the water not being turned off, but rather because the plaintiff had the power and heat disconnected. HELD: The action was dismissed. The plaintiff's action could not succeed for the following reasons: 1)The plaintiff had not been properly trained on the proper procedure for disconnection requests. The evidence demonstrates a misunderstanding at best between what the plaintiff believed she was requesting and what in fact she did instruct. This however cannot be construed as negligence in the circumstances by the town nor does the defendant have any less value on the sale of the property in the process.  2)The Court found that the action could only succeed if the plaintiff’s action was successful.",0.8875229291130728
"Fulltext of judgment follows: Following the conviction of the respondent on a charge of trafficking in morphine contrary to section 5(1) of the Controlled Drugs and Substances Act, the prosecutor asked the sentencing judge to make a DNA order under section 487.051(3) of the Criminal Code. The judge declined to do so for the reason this was the respondent's first drug offence and she had no record of violence. With respect, we are of the opinion the judge erred in declining to make the order. The error lay in the judge's failure to have regard for the offender's record as a wholeÃ¹she has 53 prior convictionsÃ¹and to have adequate regard for the objectives of section 487.051 as identified in R. v. Briggs 2001 CanLII 24113 (ON C.A.), (2001), 45 C.R. (5th) 99 (Ont. C.A.). In light of the nature of the respondent's current offence, her lengthy record, her history of recidivism, and the relatively modest impact an order would have on her privacy and security interests, we are satisfied an order should have been made. Accordingly, and in the best interests of the administration of justice, there will be an order under section 487.051(3) in Form 5.04 for the taking of bodily samples from the respondent. If any directions should be required in relation to the execution of the order, the parties are given leave to informally apply for such directions through the Registrar's office.","Following the conviction of the respondent on a charge of trafficking in morphine contrary to s. 5(1) of the Controlled Drugs and Substances Act, the prosecutor asked the sentencing judge to make a DNA order under s. 487.051(3). The judge declined to do so for the reason this was the respondent's first drug offence and she had no record of violence. HELD: Appeal allowed. The error lay in the judge's failure to have regard for the offender's record as a whole—she has 53 prior convictions—and to have adequate regard for her objectives of s.485(3) as identified in R. v. Briggs (2001), 2001 CanLII 24113 (ON CA), 45 C.R. (5th) 99 (Ont. C.A.). In light of the nature of the current offence, her lengthy record, her history of recidivism, and the relatively modest impact an order would have on her privacy and security interests, we are satisfied an order should have been made.",1.8490982905655646
"In the evening, the accused inmate and his two co-accused inmates placed themselves in close proximity to the complainant inmate at table at the Penitentiary. The co-accused threw hot liquid from the cup directly into the complainant's face and the three inmates commenced stabbing the complainant with weapon. second complainant inmate attempted to intervene to assist the first complainant and the accused and co-accused began to stab the second complainant. The first complainant suffered severe first and second degree burns to his face and to his shoulders as well as numerous puncture wounds and lacerations but was not critically injured. The accused was charged with aggravated assault on the first complainant and common assault on the second complainant. None of the inmates testified at trial other than the accused. The accused testified that he felt he was being shunned in the Block and had received threats from the first complainant and others in the complainant's group who were brandishing shanks earlier that day. The defence argued that the Crown failed to prove that the injuries caused to the first complainant fell within the definition of 'wound, maim, disfigure or endanger life'; and that the acts done to the first and second complainants were in self-defence as contemplated by s. 34 of the Criminal Code. HELD: The accused was convicted of both counts. 1) In relation to the accused's defence of self-defence pursuant to s. 34(2) pertaining to the first complainant, the Court found the accused did not believe that he was being assaulted within the meaning of the law and, even if he did hold this belief, such a belief was not reasonable in the circumstances. Further, the Court did not accept, on a subjective or objective basis, that the accused reasonably believed that the first complainant had the present ability to carry out the threat, notwithstanding that the physical aspect of the assault need not be imminent or immediate. Lastly, the Court found that the accused did not believe that he had no other option. The accused admitted that he had other options but chose not to avail himself of them. 2) The Court found it did not need to assess the application of s. 37 of the Code in relation to the common assault charge. Rather, the Court found s. 27 of the Code applicable and determined that the second complainant was legally justified to use as much force as was reasonably necessary to prevent the commission of an offence which would be arrestable without warrant. The Court found the second complainant was clothed in legal justification and the accused was not entitled to the protection of s. 34(1) because the accused provoked the assault, and the force he used was more than necessary to defend himself as the accused was armed with a shank and the second complainant was not.","The accused was charged with two counts of aggravated assault and one count of common assault relating to a violent incident that took place in the maximum security unit of the Saskatchewan Penitentiary at approximately 8:30 p.m. on September 1, 2008. The accused and two alleged victims were inmates at the prison and were being held on 'B' Block, range designated for gang members. Given that the incident was captured by two security videos, there is no doubt as to what happened.. The issues raised by the accused pertain to how his actions ought to be characterized. HELD: 1)The accused is charged with aggravated assault. The Court found that the accused committed the offences in self-defence as contemplated by s. 34(2) of the Criminal Code. 2)The Court determined that the existence of an actual assault is not a prerequisite for defence under s.34(2). 3)The Crown established beyond a reasonable doubt that the injuries were not serious enough to be considered 'aggravated'. 4)The court found that, in all of the circumstances of this case, the accused's perception of the situation is subjective, but the accused’s belief must be objectively reasonable on the basis of his perceiving the situation that he was in. 5)The evidence from the video, the evidence of corrections officers and the testimony of Knife was that he, Coutu and Raphael all moved in unison with the purpose of attacking Dorion. The Crown did not need to establish the accused knew that something was about to happen and that it was going to be 'bad' and that Dorion was the recipient of some type of violence.",3.6092408248902834
"The applicant applied for judicial interim release under s. 20(b) of the Extradition Act and s. 679 of the Criminal Code. Romania sought extradition of the applicant so that he might serve a 3 year prison sentence imposed as a result of a conviction in Romania for criminally negligent homicide with respect to a motor vehicle collision where the accused, while impaired, hit a pedestrian and killed him. The applicant offered surety from the Romania community in Saskatchewan who did not appear to have known the accused for long and offered to put up his car as bond. The applicant had common law spouse in Saskatchewan but owned no real property. HELD: Although the Crown conceded that the applicant had met the relatively low threshold of showing that his application for leave to appeal his extradition order was not frivolous, the Court of Appeal declined to release the applicant. The Court of Appeal held that there is an elevated risk of flight in light of the fact that the applicant has exhausted all appeals in Romania and is facing a 3 year prison sentence. Canada's international obligations in extradition proceedings require the Court to look more severely at the risk of non-appearance than it would if the application was made solely under s. 679 in respect of criminal proceeding in Canada. The sureties offered by the applicant were not sufficient to ensure his attendance at Court. The application for judicial interim release was dismissed.",HELD: The application was dismissed. The applicant was granted judicial interim release pursuant to s. 20(b) of the Extradition Act and s. 679 of the Criminal Code.  1) The applicant's status as a Convention refugee and Canada's non-refoulement obligations do not displace the well-established requirement that a court considering an application for judicial interim released in an extradition proceeding must limit the assumption of risk of non-appearance more severely than the Court would do in an application by an offender made directly under s. 7 of the Code..  2) Romania's submissions as to the deficiencies in the nature and extent of the sureties proffered by the applicant are compelling and the risk of his non- reappearance is high.  3) There is no reason to consider the third test under s679(3)(c).  4) The application for interim release is dismissed.  5) It is not appropriate for the Minister to make such an inquiry as these are matters clearly and properly left to the Minister under s40 of the criminal code.,1.6845972564295482
