,generated_summary,oracle,idxes
806,"QUEEN’S BENCH FOR SASKATCHEWANCitation: 2013 SKQB 397Date: 2013 11 06 Docket: Q.B.
No.
A.
Preliminary Request[2] Prior to this application being heard, Richer requested that the Court allow him to represent Sinobert “as he has no ability to represent himself, having suffered three strokes since 1993 and suffers the effects from mercury poisoning (Minamata disease) and its effects, for which he has suffered with for his 62 years of life”.
[3] It was obvious from the evidence the Court received concerning Sinobert’s physical and mental health and the Court’s observations of Sinobert during the application that he was suffering from some kind of disability.
Rule 2-34 of The Queen’s Bench Rules requires that a party with a disability be represented by a lawyer.
However, in the unique circumstances of this case, with Sinobert consenting and the respondent not really taking issue with Richer’s request, the Court allowed Richer to make submissions to the Court on Sinobert’s behalf as well as his own.
That proved to be beneficial for everyone as towards the end of the argument Sinobert had to be assisted by a court official for a blood sugar related situation that had culminated during the application.
Background Facts[4] Most of the facts in this matter are not in dispute.","HELD: The appeal as to the convictions and the sentences imposed was dismissed.
The court found with respect to each issue that the trial judge had not erred: 1) the defence had acknowledged the appellant had used force and that his spouse had not consented to it.
Therefore the appellant could not argue on appeal that the trial judge failed to take implied consent into account.
The trial judge was entitled to accept the spouse’s testimony as she was not cross-examined at trial.
There was nothing in the transcript that showed the trial judge took a zero tolerance approach.
The trial judge found that defence of de minimis was not open to the appellant based on her finding that the application of force by the appellant was more than trifling.
On appeal, the court could not substitute its view of the evidence from that of the trial judge; 2) the trial judge found that the appellant intentionally drove in a manner that he knew created a danger for others and to frighten his spouse.
She was entitled to conclude the appellant’s conduct was a marked departure from that expected of reasonably prudent driver.
The evidence was reasonably capable of supporting her decision; and 3) the appellant had not identified how the trial judge had erred on any of the grounds an appeal court could consider.
It was not open to it to intervene only because it would have weighed sentencing factors differently from the trial judge.","[0, 1, 5, 3, 6, 8, 7, 10, 4]"
807,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2013 SKQB 403 Date: 2013 11 14 Docket: Q.B.
for the respondent JUDGMENT WHITMORE J.A.
November 14, 2013 Ex officio INTRODUCTION[1] This is an application for judicial review of a decision of The Workers’ Compensation Board (the “Board”) denying the applicant reimbursement for the cost of the applicant’s medical marihuana.
BACKGROUND[2] The applicant suffers from chronic back pain and muscle spasms as a result of work related injuries incurred in 1981 and 1982.
The respondent concedes the applicant is entitled to compensation under The Workers’ Compensation Act, 1979, S.S. 1979, c. W-17.1 (the “Act”).
[3] The applicant has been prescribed numerous medications for pain over the years with varying degrees of success.
[4] In 2011, the Board denied the applicant reimbursement for the cost of his medical marihuana.
Upon an application for judicial review of that decision, Justice McMurtry found that the Board improperly fettered its discretion by relying on the submissions of the Board’s medical consultant and medical department.
Justice McMurtry remitted the matter to the Board.
The applicant brings this application to review the Board’s decision to once again deny reimbursement to the applicant.
Did the Board exceed its jurisdiction in enacting Policy Statement 5 of POL 10/2011 to deny reimbursement of medical marihuana claims in all cases?","HELD: The application was granted.
The court ordered that the property be sold and the proceeds of sale take into account the amount necessary to protect the respondent father’s claim.
The Partition Act, 1868 applies in the province.
It did not allow the equitable principles of unjust enrichment and constructive trust to operate to create a proprietary interest.
The court found that s. 4 of the Act applied, which provides a monetary remedy so that if the respondent father could establish entitlement to some amount for his maintenance and improvement costs, he would be protected for that amount for his costs.","[2, 4, 0, 6, 5, 10, 14, 15, 3, 11, 19]"
808,"100/2011 Judicial Centre: Moose JawBETWEEN:GOLDENCHILD HOLDINGS LTD.
PLAINTIFF - and -101122980 SASKATCHEWAN LTD.
The tenant denies responsibility, contending the cause is normal wear and tear or high humidity arising from water entering the building due to inherent structural defects for which the landlord is responsible.
The tenant asserts that the landlord breached the lease by failing to repair the roof and by failing to take other remedial measures to prevent water from infiltrating the building, resulting in losses to the tenant’s restaurant operating in the building.
The tenant also claims damages for economic interference, alleging the landlord interfered with the sale of its restaurant.
[2] Six witnesses testified for the landlord which owns and leases the building to the tenant.
The landlord sold the restaurant to the tenant at the time of the lease, retaining the exclusive use of a portion of the basement under the lease.
Mr. Phan, one of the principals of the plaintiff corporation, testified the floor was always clean and described daily floor maintenance of sweeping and mopping, and annual stripping, waxing and polishing.
Prior to turning over possession of the restaurant to the tenant on August 1, 2008, the landlord painted the exterior and polished and waxed the floor.
[4] Water leaked into the building from the roof, damaging ceiling tiles and dripping onto the floor.","HELD: The application was granted.
The court ordered the removal of the respondent as an executor in the grant of probate and ordered that the applicants remain as executors but that they should take no further steps to distribute the assets of the estate.
It found that there were “special circumstances” within the meaning of s. 17 of The Administration of Estates Act.
The respondent was entitled to challenge the validity of the will but not entitled to remain as an executor.","[4, 7, 8, 6, 11, 5, 2, 13, 1, 10]"
809,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2013 SKQB 434 Date: 2013 12 11 Docket: Q.B.G.
[3] Negotiations proceeded to the point where the parties began the necessary approval process for Laura Holgate to operate the personal care home.
According to Laura Holgate, Pearce-Ell suggested they have the sale agreements drawn up by her lawyer and that both sides use the same lawyer to save costs.
To that end, Pearce-Ell scheduled a meeting with Mr. Phillips of the Phillips & Co. law firm, with whom she had had a long-standing solicitor-client relationship.
Pearce-Ell invited the Holgates to the meeting.
7 of her affidavit:7.
During this meeting Keith and I along with Helen and Robert explained to Mr. Phillips the terms that we wanted to have included in the Agreement for Purchase and Sale.
At no time during this meeting did Mr. Phillips or anyone else at the meeting explain to Keith or I that we needed to obtain our own lawyer to review or sign the Agreements.
Keith and I were left with the understanding that Mr. Phillips was preparing the Agreements on our behalf as well as on behalf of Helen.
[5] Mr. Phillips has a different recollection of the events on July 26th.
8 and 9 of his affidavit, he deposes:8.","HELD: The application was dismissed.
The court found that the applicant had not proven that there was a material change in circumstances as voluntary early retirements do not constitute material change of circumstance.
It ordered the respondent to immediately proceed to complete an application to split the applicant’s CPP credits.","[9, 0, 13, 17, 7, 5, 4, 14, 11, 15, 6]"
810,"Q.B.
A.D.1993 No.
I was the chambers judge on the return date.
Having been so named, it is in that capacity that I heard the plaintiff's motion.
The relief sought is as follows:1.
An Order that unless the answers to the undertakings are provided by October 31, 1996, the Statement of Defence of C & L shall be struck, with costs, without further Order of the Court;3.
An Order for an immediate pre-trial conference;6.
For leave pursuant to Queen's Bench Rule 15 to further amend the Amended Statement of Claim as indicated by the draft Second Amended Statement of Claim attached hereto;7.
An Order that costs of this application be costs of the Liquidator in any event of the cause.
Items 1 and 2 were resolved, item 1 being adjourned sine die as the undertakings are being complied with.
Item 5 becomes redundant.
There is no basis for a pre-trial conference until the action is ready for trial.
Leave to amend the statement of claim, item 6, has been granted.
I have concluded that given the relief I have decided to grant there should be no order as to costs on this motion (item 7).
There remains items 3 and 4.
I now turn to the former.","Appellant, who was intoxicated, fired shots at the mobile home where the parents of his estranged wife lived and at his brother-in-law, who was injured.
2 years less a day plus 2 years probation varied to 1 year incarceration with two year probation and firearm prohibition -
trial judge placed undue emphasis on general deterrence and failed to adequately consider the special circumstances of the offender.","[1, 0, 5, 6, 3, 11, 13, 14, 17, 15, 12, 8, 19, 16, 20, 18]"
811,"Editor's Note: Corrigendum released February 25, 1998.
Original judgment has been corrected with text of corrigendum appended.
Q.B.
A.D. 1997 No.
1781 J.C.S.
IN THE QUEEN'S BENCHJUDICIAL CENTRE OF SASKATOONBETWEEN:ERNEST A.J.
HAWRISH APPLICANT- and -THE LAW SOCIETY OF SASKATCHEWAN, THE BENCHERS, THE COMMITTEES AND THE OFFICERS OF THE LAW SOCIETY OF SASKATCHEWAN RESPONDENTSE.A.J.
Hawrish on his own behalfA.T. Snell, Q.C.
FACTSIn 1988, the applicant, a member who was then in good standing with the Law Society of Saskatchewan, was charged with several counts of theft and fraud pursuant to the Criminal Code.
The Law Society Investigation Committee report recommended that a hearing be held to inquire into substantially the same circumstances as those contained in the criminal charges.
On December 15, 1988 the Law Society of Saskatchewan appointed a Hearing Committee to hear a formal complaint against the applicant.
At the first meeting of the Hearing Committee on May 1, 1989, the applicant challenged the jurisdiction of the Hearing Committee to proceed on the basis that he had not been treated fairly by the investigation process and therefore, the Hearing Committee had no jurisdiction.
This application was dismissed on May 31, 1989.","In a contract of employment, which involved an agreement changing the plaintiff from 'expatriate' to 'local' status, a termination clause providing that the agreement could be terminated upon 3 months' notice was held to be inadequate language to abrogate the implied term of reasonable notice.
The plaintiff had correctly interpreted the clause as relating to the termination of the agreement, not of his employment.
The agreement provided that it was governed by the laws of the province of Alberta.
The plaintiff had been employed by the defendant for 12 years and was awarded compensation in an amount equivalent to 18 months notice less the three months pay he already received and any income from his new employment over the balance of the 15 months.
He was also awarded the loss resulting from the difference in vacation and loss of an auto allowance for the 15 months.
For emotional trauma, which lasted only briefly, he received $500.","[1, 3, 2, 0, 4, 6, 5, 7, 11, 14, 12, 10, 13]"
812,"Q.B.
A.D. 1996 No.
2118 J.C.S.
1978, c. S-29 (the ""Act"").
Dr. Huerto challenges the reliability of these statistics as a fair and meaningful indicator of comparative patient costs.
[2] Dr. Huerto also applies under Part 52 of the Rules of Court for a judicial review of the proceedings.
Two issues are raised for review.
The first is whether there is a reasonable apprehension of bias raised by the involvement of the Director of Professional Review in the hearing conducted by the Committee.
The second is whether there is a reasonable apprehension of institutional bias raised by the roles of the Director and the Committee assigned to them by the Act.
The notice of appeal was subsequently amended to include these judicial review issues.
[3] Dr. Huerto was previously the subject of a competency review ordered by the College of Physicians and Surgeons and was found to be competent to conduct a cardiology practice.
The Committee in its decision acknowledged that Dr. Huerto is a competent cardiologist and that the standards of patient care aspect of his practice is not an issue in these proceedings.
Accordingly the economics of providing quality patient care is the primary issue to be determined by a professional review.","The appellant, which was a wholly owned subsidiary of a major international company, induced the respondent to enter a franchise agreement by making representations as to the viability of the venture.
The appellant sought to recover its losses from the respondent and relied on an exclusionary clause.
Allowing the appeal in part,
that (1) the agreement was unconscionable, having regard to the unequal bargaining power of the parties, the fact that the agreement was prepared by the appellant, and the fact that the appellant induced the respondent with its promotional brochure and its verbal representations as to the venture's viability to enter the franchise agreement; (2) the appellant cannot rely on an exclusionary clause given its unconscionable conduct;
and (3) the appellant's claim for the value of the inventory together with pre-judgment interest was payable by the respondent.
In a dissenting opinion, it was held that neither the appellant's conduct nor the franchise agreement was unconscionable; rather the respondent was an experienced businessman and the representations as to the venture's viability were mere projections, which he should have realized were unreliable.","[1, 9, 0, 6, 13, 2, 10, 12, 11, 8, 14, 15, 26]"
813,"Q.B.
A.D. 1998 No.
2272 J.C.R.
IN THE QUEEN`S BENCHJUDICIAL CENTRE OF REGINA BETWEEN:GERTRUDE RUSSELLAPPLICANT- and -ROBERT HARVEY MacFARLANE and VIVIAN JUNE MacFARLANERESPONDENTS J.P. Malone for the applicantG.J.
Tkach for the respondentsJUDGMENT HUNTER J. August 27, 1998[1] The landlord, Gertrude Russell (""Russell""), applies for an order for a writ of possession pursuant to s. 50 of The Landlord and Tenant Act, R.S.S.
1978, c. L-6, as am.
S.S. 1979- 80, c 92.
[2] The respondents, Robert Harvey MacFarlane and Vivian June MacFarlane (""MacFarlanes""), entered into a lease dated October 13, 1995, with Russell and her now deceased husband (date of death, September 13, 1997) with respect to land legally described as Section 30, Township 16, Range 6, West of the Second Meridian (""the land"") together with the buildings on the land including a house, barn and granaries and, in addition, equipment described in Schedule ""A"" to the lease (including tractors, swathers, balers, etc.).
The lease was for a term of 41 months up to and including April 30, 1999.
The MacFarlane's have not paid any rent in 1998.
[4] Russell alleges she is entitled to a writ of possession on the following grounds:(a) The MacFarlanes are in arrears of rent by more than two months.","In this divorce action the petitioner sought to have a separation agreement entered into by the parties incorporated into the corollary relief judgment.
The respondent sought to have the separation agreement set aside on the grounds of duress, undue influence or unconscionsability.
The couple had a traditional marriage.
The petitioner earned $48,000 per year.
The wife did not work outside the home and suffered from severe arthritis.
For the petitioner and incorporating into the agreement an added provision addressing the respondent's need for drug coverage,
that there was nothing unduly harsh about the agreement which would justify setting it aside.
The evidence indicated that the respondent had received independent legal advice and she did not establish that she had been dominated by the petitioner to the extent that her signature would have been induced by undue influence or duress.
The court determined that the respondent would be far worse off if the agreement was set aside and an equal division ordered.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12]"
814,"Counsel: Douglas G. Curliss, Q.C.
[2] Viterra is charged under the Canada Labour Code, RSC 1985, c L-2 in connection with this incident.
The indictment sets out the following six counts:1.
THAT you, the said VITERRA INC. on or about the 8th day of September, A.D. 2011, at a workplace at or near Rosetown, Saskatchewan, did fail to ensure that the health and safety at work of every person employed by it, namely Paul Cruse, was protected, by failing to instruct Paul Cruse on how to unplug a blockage inside a receiving pit of a grain elevator in a manner that provided for his health and safety directly resulting in Paul Cruse’s death contrary to s. 124 of the Canada Labour Code and thereby committing an offence contrary to subsection 148(2) of the Canada Labour Code.
2.
THAT you, the said VITERRA INC. on or about the 8th day of September, A.D. 2011, at a workplace at or near Rosetown, Saskatchewan, did fail to ensure that the health and safety at work of every person employed by it, namely Paul Cruse, was protected, by failing to instruct Paul Cruse on how to unplug a blockage inside a receiving pit of a grain elevator in a manner that provided for his health and safety, contrary [sic] s. 124 of the Canada Labour Code and thereby committing an offence contrary to subsection 148(1) of the Canada Labour Code.
3.
4.
5.
6.
A.
Provisions of the Code and Regulations [3] As set out in the above counts, Viterra is charged with respect to ss.
Onus of proof [6] The Crown bears the onus of proving, beyond a reasonable doubt, the actus reus of each count.","A complaint was lodged against the applicant police officer that she had been discourteous to the victim of a sexual assault and that she had lied about being granted permission to attend a meeting held to investigate the assault.
The applicant was given written notice of the substance of both allegations according to the disciplinary procedure set out in the regulations made pursuant to the Police Act, but in the space provided for the citation the notice cited only the regulation which dealt with the offense of being discourteous.
A hearing before an inspector of the Police Department resulted in the applicant being found guilty of the offense of lying.
She initiated a review by the Police Review Board which concluded that the section reference in the charge did not have to be accurate.
The applicant brought this proceeding for judicial review and submitted that the Board's jurisdiction was limited by the citation of a particular regulation and to finding her guilty of the behaviour described in the regulation cited.
Dismissing the application,
that the failure to cite what the Board considered the proper offense in no way materially affected the procedural fairness of the hearings or limited the Board's jurisdiction.
The applicant had complete notice of the nature of the allegations against her and was represented by counsel at the Board hearing.
Certiorari will not issue for mere technical or trivial oversights and there was nothing patently unreasonable about the decision such as would warrant judicial intervention.
On appeal","[1, 4, 3, 6, 8, 10, 12, 14, 17, 16, 5, 23, 7]"
815,"I.
He was granted judicial interim release pending his appeal (see R v Chu, 2015 SKCA 60 (CanLII), 460 Sask R 157).
He appeals his conviction only.
In the two days immediately preceding the trial, Crown counsel disclosed the existence of approximately 1,900 documents.
Mr. Chu submits that the trial judge should have granted an adjournment to permit a proper assessment of the late-disclosed documents.
As part of this argument, Mr. Chu submits that neither Crown counsel nor the trial judge could have accurately assessed the relevance of the documents as the judge was not provided with sufficient information to permit such an assessment.
[3] Mr. Chu submits that to allow the conviction to stand in the face of all relevant circumstances would amount to a miscarriage of justice.
I agree with Mr. Chu’s submissions.
To this day, the documents remain undisclosed.
This Court is in the same position as the trial judge, which means that we are not in a position to assess the undisclosed documents to determine whether the undisclosed information could have affected the verdict.
A new trial is the only remedy available to the Court.
Mr. Chu submits that these grounds of appeal also merit a new trial.","The respondent was given a three-year suspended sentence and placed on probation after pleading guilty to armed robbery.
He stole $23 from a convenience store, while armed with a tire iron.
At the time, he was celebrating his birthday and was inebriated.
This was his first offence.
The Crown appealed the sentence.
Allowing the appeal, setting aside the sentence and imposing a sentence of two years in a federal institution, followed by one year probation, with an order prohibiting possession of firearms following release.
Although there were some mitigating factors, they were not such as to call for a suspended sentence considering the serious nature of the offence and its prevalence.","[9, 2, 11, 8, 10, 6, 15, 19, 14, 13, 5, 16]"
816,"[2] On February 16, 2013 Cst.
Cameron Schmidt [Cst.
Schmidt] was on general duty working the night shift in Tisdale, Saskatchewan.
The constable met the Drake vehicle on Heritage Road and the officer performed a U-turn to check the vehicle for licence, registration and sobriety.
The officer noted the Drake vehicle leave the snow packed area where most vehicles travel when making the turn.
[3] The officer stopped the Drake vehicle where he found the appellant as the lone occupant seated in the driver’s seat.
[5] Cst.
Schmidt asked Ms. Drake to put her cigarette out at which time he detected an odour of alcohol on her breath.
He did not observe any wind or any other factor that would cause her to sway.
[6] Then Cst.
At that point Cst.
Schmidt advised Ms. Drake that she was under arrest for impaired operation of a motor vehicle.
[7] Cst.
You have the right to retain and instruct counsel without delay.
You may call any lawyer you wish.
Do you understand?
[8] Ms. Drake acknowledged that she understood the warning and advised she wished to consult with a lawyer.
[9] Cst.
[10] Upon arriving at the RCMP detachment Cst.
[11] Cst.","On appeal from 106 SaskR 277.
47 year old respondent, former President and Chief Executive Officer of STC, had been awarded $165,000 (18 months) for wrongful dismissal.
He had successively served three Crown Corporations over a period of ten years.
On appeal held the award of damages was not inordinately high.
The court however reduced the damages by $16,500 as it disagreed with the trial judge's determination regarding mitigation of damages.
Appeal allowed to the extent of reducing the damages from $165,000 to $148,500.","[1, 2, 12, 16, 8, 20, 3, 26, 23, 25, 4, 31, 21, 6, 13, 29, 33, 15, 30, 40]"
817,"BANIAK, J[1] The accused, Darlene Josephine Weichel, stands charged that on or about the 19th day of March, A.D. 2016 at or near Saskatoon, Saskatchewan did:1) while her ability to operate a motor vehicle was impaired by alcohol or a drug, have the care or control of a motor vehicle, contrary to s. 255(1) and s. 253(1)(a) of the Criminal Code; and2) having consumed alcohol in such quantity that the concentration thereof in her blood exceeded eighty milligrams of alcohol in one hundred millilitres of blood, have the care or control of a motor vehicle, contrary to s. 255(1) and s. 253(1)(b) of the Criminal Code.
Evidence[2] The Crown’s first witness was Constable Brent Vanthuyne, a six year member of the Saskatoon Police Service.
He presented as a qualified technician who attended on the accused to administer the breath tests.
The result of the tests are contained in the Certificate of Qualified Technician (Exhibit P-1).
[3] He testified that the accused arrived at the detachment at 6:21 a.m. and was escorted to the phone room by Constable Erickson.
The observation period commenced at 6:45 a.m. At 6:47 a.m. Constable Vanthuyne entered the observation room.
According to his testimony, the accused told him that she had two shots that night.
[4] After the observation period, the accused was taken to the breathalyzer room.
She provided a suitable sample after eight attempts.
[5] The test report sheet (Exhibit P-2) indicates that the testing started at 7:05 a.m. and the first suitable sample was obtained at 7:14 a.m.","The appellant was convicted of indecent assault against two young girls.
He appealed on five grounds related to a substantial conflict in the evidence.
Dismissing the appeal,
that there was no error on the part of the trial judge in weighing the evidence.","[3, 8, 2, 4, 5, 7, 6, 9, 10, 1]"
818,"IN THE PROVINCIAL COURT OF SASKATCHEWANCitation: 2016 SKPC 123Date: October 25, 2016 Information: 43793619 Location: Moose Jaw Between:Her Majesty the Queen- and -Erinn Maria BabichAppearing:Brian Hendrickson, Q.C.
For the Crown Merv Nidesh, Q.C.
[2] The Crown proceeded summarily and the trial took place September 7, 2016 in Moose Jaw.
[3] The defence served and filed a Charter notice alleging several breaches.
[4] Counsel agreed that all evidence would be heard on the voir dire and all admissible evidence on the voir dire would apply to the trial proper.
The defence did not call any evidence on the voir dire or during the trial proper.
[5] The defence agreed that the only Charter issue being pursued was a breach of Section 8.
Evidence[6] Kelly Smith worked at the 7-11 on 13th Avenue in Moose Jaw.
On May 20th a woman came to her till asking for cigarettes.
She also noted a strong odour of alcohol coming from this woman.
The woman put the child in a car seat in the back of the vehicle.
As a result of this information Constable Clements drove to an address on Simcoe Street and drove by the residence looking for the vehicle which had been described to her.","The accused pleaded guilty to a charge of assaulting his 8 year old stepdaughter by slapping her and striking her with a small paddle.
The Crown and counsel for the accused agreed that a fine and probation would be appropriate.
The trial judge sentenced him to 1 year in prison and 1 year's probation.
He appealed his sentence.
HELD: Appeal allowed.
1)The force applied was minimal and the child was not injured physically.
2)The sentence imposed would result in the accused losing his employment which would harm his dependents.
3)The Court reduced his sentence to 60 days intermittent.","[4, 6, 3, 7, 1, 5, 8, 11, 9, 13, 0, 18]"
819,"DEFENDANTSCounsel: Alan McConchie for the plaintiff F. William Johnson, Q.C.
for the defendants JUDGMENT D.E.
FACTS [3] On July 14, 1999, Lisa Baert went to the Lloydminster Hospital for a tubal ligation.
[4] On July 16, Ms. Baert was rushed back to the hospital in an ambulance, suffering from septic shock.
Dr. Graham and a general surgeon operated on her and discovered a 2-millimetre puncture in her small bowel.
The puncture had apparently occurred when Dr. Graham had done the tubal ligation two days earlier.
While in surgery she went into cardiac arrest.
She suffered some brain damage.
The article was about Ms. Baert’s surgery.
The article came to Dr. Graham’s attention.
He felt that it was inaccurate, inflammatory and very one-sided.
It described Ms. Baert’s bowel as having been “sliced open” when there was only a small 2-millimetre puncture in it.
The article said that he ignored Mr. Baert when he came out of the operating room but he did not.
The second article was entitled “Couple Fed Up with Long Wait for Compensation”.
Dr. Graham was shocked by these articles and felt they were misleading.
[10] On March 9, 2000 an article entitled “Lawsuit News to Hospital that Hired Gynecologist” appeared in the Star Phoenix.","This was an application for bail pending appeal pursuant to s. 679(3) of the Criminal Code.
The appellant was convicted of sexual assault, and was remanded pending sentence.
The Crown opposed release.
An appeal of his conviction was not scheduled to be heard for several months; his sentencing hearing was slated for more than a month after the instant chambers application.
Releasing the appellant pending sentence,
that his detention was not necessary in the public interest.
When the grounds of appeal do have some merit, the test for release should not be more strenuous at the early stage of the proceeding","[2, 1, 28, 29, 19, 39, 14, 37, 16, 8, 13, 32, 31, 12, 40, 33]"
820,"DECISION AFTER HEARING R. GREEN, J I.
INTRODUCTION[1] WBA was born on October 6, 2015.
His mother is CB, now 19 years of age, and his father is JA, now 16 years of age.
[2] This infant was technically apprehended at birth by the Minister of Social Services, but the Minister did not proceed with the application, and CB was allowed to take the baby home with her.
[3] The concerns expressed in the maternity alert from Rosetown were:1.
CB had diminished cognitive abilities, as she suffers from FASD, and as a result she has challenges around understanding and retaining information, despite presenting as though this is not the case;2.
CB has a history of being involved in a physically abusive domestic relationship;3.
CB has other mental health concerns, including anxiety, depression and cluster B personality traits; and4.
CB has addiction issues.
[4] While the dates are not clear in the evidence, the young parents and their baby then lived in a house in Canora for a few weeks, with either grandmother TK or grandfather BA present with them.
They then moved to grandfather BA’s farm, and essentially lived there with BA supervising them until November 23, 2015.
When she arrived, JA was very angry and was yelling.","This was an appeal from a Supreme Court decision on an interpleader application by the respondent Shubenacadie Band to determine which of several parties was entitled to be paid a sum of money owed by the Band to the respondent Francis, an Indian residing on the Eskasoni Reserve in Cape Breton, for the construction of residential homes on the Shubenacadie Reserve.
Francis had made a number of assignments of book debts, some general and some specific, to the various claimants.
The trial judge concluded that he was bound by s.89(1) of the Indian Act, which holds that the real and personal property of an Indian or a band situated on a reserve is not subject to charge, pledge, mortgage, attachment, levy, seizure, distress or execution in favour of or at the instance of any person other than an Indian or a band.
He concluded that the money owed Francis by the Shubenacadie band was the property of an Indian on a reserve, and that assignment of book debts, both general and specific, were included within the meaning of s.89(1).
He found that the respondent Eskasoni Band was the only Indian entity among the several claimants and ordered the money paid to them.
The appellants appealed.
Allowing the appeal on the issue of the Indian Act,
that s.89(1) does not prevent an Indian from assigning book debts of his construction business to secure business loans.
When Indians are in business they hold and deal with their business property in the commercial mainstream on terms no different than those applicable to all Canadians.
Nevertheless, the Eskasoni Band is still entitled to the money owed to Francis by reason of having obtained the first general assignment of book debts from him and having registered it prior to Francis making further assignments.
The registration of a general assignment of book debts is constructive notice of the assignment to subsequent assignees falling within the provisions of s.3 of the Assignment of Book Debts Act.","[2, 1, 6, 4, 8, 7, 9, 3, 10, 11, 14, 12]"
821,"May 18, 2017 [1] Nicole Porterfield [Nicole] and Roni Marie Pirot [Roni] [Applicants] are sisters.
They apply for partition and sale of a lake front recreational property [Property] owned by them together with their Father Ronald Michael Pirot [Ronald] and their brother, Michael Pirot [Michael] [Respondents] at Cochin Saskatchewan.
[2] Each of the parties owns an undivided one quarter interest as tenants in common in the Property.
[3] The parties inherited the Property from Ronald’s mother after her passing in 1996.
[4] Nicole now resides in Edmonton.
It is not obvious from the material where Michael resides.
His title shows his address as General Delivery, Cochin, Saskatchewan.
[5] The Property is located next door to another that until recently was the permanent residence of the Applicants’ parents.
They are now separated.
Ronald does not reside on the Property the evidence suggesting he has other properties in Cochin and Arizona.
[6] Ronald says that the Property is a “family” property and the only meaningful property left from his mother.
[7] Ronald says that currently neither he nor Michael are in a position to purchase the Applicants interest in the Property.
Ronald is of the opinion that these improvements have added to the value of the Property.","When Davidson, Sr. sold his farm to his son he retained the right to continue receiving the rentals arising from four surface leases which he had previously granted to oil companies in respect to producing oil wells.
The son granted an option to purchase to the plaintiff which was exercised and a fee simple title was issued in 1973 subject to encumbrances including caveats protecting the surface leases.
There was no reference to the rent charge reserved or excluded by the option agreement.
The plaintiff asserted that whatever rights arose from the option agreement were merged in the transfer and effectively disappeared upon the registration of the transfer and the issuance of a new unencumbered title.
HELD: Declaration denied.
Plaintiff's action dismissed with costs.
1)The absence of a caveat protecting the rent charge has had no affect because of the plaintiff's continued ownership of the property.
 2)Rarely, if ever, has there been a case where, as here, a purchaser has contracted to obtain the property under an instrument clearly accepting the unregistered equitable interest, then has obtained a fee simple title, then has permitted the unregistered interest to continue unimpeded for 15 years and then, perhaps tiring of the inconvenience of the lease and thinking that the money would be useful, has decided to seek an order of this Court terminating the other interest and directing that it be paid to him.
His counsel made no suggestion that the plaintiff had a moral claim, it was purely an attempt to secure by legal means that which he had previously agreed to forego.
This is a court of equity as well as a court of law and as such it is repugnant that the court be called upon to vest in an applicant an interest which he has heretofore freely recognized to be the property of another, both before and after receiving his transfer under The Land Titles Act.
3)It was apparent that there was no intention that the rent charge would be merged since it was recognized and allowed to continue for 15 years.","[3, 4, 11, 10, 8, 1, 2, 6, 13, 19, 21, 14, 9]"
822,"The issue of exclusion of evidence pursuant to s. 24(2) of the Charter was not determined at that time.
At the initial voir dire, there had been no evidence presented of either the nature of the evidence seized nor the location from which it was seized.
Accordingly, it was not possible, at that time, to enter into a s. 24(2) consideration.
As a result, the trial resumed on February 6, 2017 with the Crown presenting all of its evidence.
The results of the seizure were marked as exhibits for identification.
The determination of their ultimate admissibility was to await completion of argument on a s. 24(2) analysis.
[3] That argument has now been completed.
This is the judgment determining the admissibility of the exhibits tendered by the Crown.
Following this determination, the accused will then present his case.
Background [4] The background to the Regina Police Service obtaining a search warrant [warrant] is contained in the judgment dated January 3, 2017.
For the purposes of this decision, that background determined Cst.
[5] Cst.
This information was not included in the ITO.
The Crown sought to introduce this further information of the complainant as amplification evidence to expand the scope of the warrant.","The accused appealed his conviction by a Provincial Court Judge on a charge of impaired driving.
The accused argued that the Crown had failed to make proper disclosure contrary to s.7 of the Charter and that the trial judge has misapplied the concept of reasonable doubt.
HELD: Appeal dismissed.
1)The failure of the Crown to disclose was not raised at trial as it should have been.
If the matter had been raised at trial and the judge then thought that the evidence not disclosed impacted the accused's defence, he could have adjourned the trial.
2)The evidence not disclosed would not have affected the accused's defence in any event.
3)On the issue of reasonable doubt, the trial judge could reasonably have convicted on the evidence, and the Court would therefore not substitute its own view of the evidence.","[5, 10, 14, 4, 8, 12, 11, 3, 9, 17, 19, 21, 13, 7]"
