,generated_summary,oracle,idxes
897,"          THE COURT OF APPEAL FOR SASKATCHEWAN
Citation: 2004 SKCA 100                                                               Date:  20040624
Her Majesty the Queen in Right of Saskatchewan represented by the Superintendent of Pensions
                                                                                              Proposed Appellant
                                                       - and - 
MacKenzie Financial Corporation, Haywood Securities Inc., Dynamic Mutual Funds Limited and AGF Management Ltd.
                                                                                          Proposed Respondents
Sherstobitoff J.A.
Ralph K. Ottenbreit, Q.C. for the Proposed Appellant
From this, it is clear that her finding was for procedural purposes only and was not intended to be definitive.
She left it open to the  Superintendent to proceed with his applications when the McMaster action was finished and that her decision respecting his powers was open to review upon further evidence being adduced.
Indeed, it could be said that her findings in respect of s. 8 were obiter dictum as not being strictly necessary to the decision, and made only because that was the way the matter was put to her by a previous decision of the court and the agreement of the parties.
For these reasons, I find it inappropriate to grant leave to appeal.
The application is dismissed with costs.
DATED at the City of Regina, in the Province of Saskatchewan, this 24th day of June, A.D. 2004.
SHERSTOBITOFF J.A.","The Superintendent of Pensions seeks leave to appeal an order staying six separate proceedings brought by him in purported exercise of powers conferred on him by s. 8 of The Pension Benefits Act, 1992.
HELD: The application was dismissed.
It was clear that the judge's finding was for procedural purposes only and was not intended to be definitive.
The judge left it open to the Superintendent to proceed with his applications when the McMaster action was finished and that her decision respecting his powers was open to review upon further evidence being adduced.","[34, 0, 1, 33, 32, 2, 3, 31, 4, 6, 28, 5, 29, 7, 27, 8]"
898,"Each accused was separately charged with six offences arising out of fishing activities on two lakes in northwestern Saskatchewan on December 1, 1993.
The charges were: 1.
In violation of    Section 26(a) of the Saskatchewan    Fisheries Regulations made pursuant to the    Fisheries Act R.S.C., C.F-14, S.1. 2.
In violation of    Section 26(e) of the Saskatchewan    Fisheries Regulations made pursuant to the    Fisheries Act R.S.C., C.F-14, S.1. 3.
In    violation of Section 27 of the    Saskatchewan Fisheries Regulations made    pursuant to the Fisheries Act R.S.C., C.F-    14, S.1. 4.
If an infringement were found, the   onus would shift to the Crown which would   have to demonstrate that the regulation is   justifiable.
The position of the Crown was that any such evidence must first be introduced at trial where its admissibility can be challenged, and not on appeal.
Argument on this matter was reserved.          In disposing of this appeal, it was not necessary to refer to any of the articles and reports.
As a result, it is not considered appropriate to rule in a ""bulk"" manner on the use, if any, that may be made of such articles and reports on appeal.
The motion is dismissed without commenting on the validity of the point raised.          The appeal is dismissed.            The respondents are entitled to their taxable costs.                                                          J.","The two accused, both Metis, were separately charged in 1993 with six fishing offences relating to the use of nets.
The accused who had ten nets on two lakes at the time of seizure admitted to being commercial fisherman.
The Crown had stated to the defence that fishing for commercial purposes would not be an issue.
The trial judge dismissed the defence motion for a direction that the Crown comply with his undertaking that the issue was whether the Metis of Northwestern Saskatchewan have an aboriginal right to fish for food.
The Provincial Court Judge found both accused not guilty on three of the counts on the basis of standard criminal law defences but would have convicted on the other three charges but for the constitutional defence.
The Crown appealed the acquittals based on the constitutional defence.
Grounds for appeal included failure to distinguish between an Aboriginal right to fish for food and for commercial purposes; failure to find the accused were engaged in commercial fishing and that neither the accused nor their ancestors possessed an Aboriginal right to fish for commercial purposes; by concluding that scrip issued to Metis pursuant to s6(f) of the Dominion Lands Act and Order-Council did not extinguish any Aboriginal right to fish for food or commercial purposes; the trial judge erred by failing to conclude that the requirement to obtain a licence before fishing with a net was not a prima facie infringement of an existing aboriginal right to fish for food; in acquitting the accused when neither the Aboriginal rights defence nor equality rights defence had any application to the charge.
The Saskatchewan Metis Nation and National Council were granted Intervenor status.
HELD: 1)The first three grounds were dismissed.
The trial judge found that the Crown had not breached an undertaking, nor misrepresented its position with respect to the constitutional issue but implicitly found that the respondents had been prejudiced through the misunderstanding during pre-trial communications between council as to the issues that would be argued during trial.
The trial judge was entitled to find as fact that it was not the intention of the parties to confine the issue to commercial fishing.
2)Once it was determined the actual activity was fishing for the purpose of selling the fish, the only rights that could be said to be infringed were either the right to exchange fish for money or goods or the right to fish commercially (Gladstone).
The aboriginal right to fish for food was no longer relevant because the evidence did not establish that as the activity they were engaged in.
3)The trial judge's finding that an Aboriginal right to fish existed in Metis persons of northwest Saskatchewan separate and apart from the issue of aboriginal title was one he was entitled to make and should not be disturbed.
The case law makes it perfectly clear that aboriginal rights are site specific and the finding of a right in one group in one location does not establish the same right for another group in another location (Van der Peet).
4)There is no basis to distinguish between Indian and Metis people when considering whether a licensing requirement constitutes an infringement of the aboriginal right to fish for food.
5)The departmental policy which placed a higher priority on treaty Indian fishing than domestic licence food fishing for Metis persons constituted an infringement.
Once an infringement is found the onus shifts to the Crown to demonstrate that the regulation is justifiable.
The infringements could not be justified because they did not relate to any identifiable objective that made them necessary.
6)The trial judge should not have based his decision on the Charter when it was not part of the argument before him without first giving counsel the right to address the argument.
7)Since there is no requirement on a Metis person in the geographical area delineated to have a licence it followed that Regulation 27 requiring a person to legibly mark the licence number of the stakes was also an infringement that could not be justified.","[324, 326, 325, 4, 323, 6, 1, 8, 2, 316]"
899,"                                                                                                                         2003 SKQB 481
                                                   IN THE QUEEN’S BENCH
                                        JUDICIAL CENTRE OF SASKATOON
THE UNITED STATES OF AMERICA,
as represented by the Attorney General of Canada
                                                                                                                               APPLICANT 
                                                                   - and -
ANDEL GRIFFITHS, a.k.a., MICHAEL CAMPBELL,
Disclosure of the information and materials applied for might, if committed, assist the applicant in his attempt to persuade the Minister not to surrender him.
That argument has not been advanced, nor is it expedient at this stage.
An appeal to the Court of Appeal was dismissed.
I see no merit in that argument.
The fundamental issue is the extent of Griffiths’ right to disclosure of documents and information.
If he is not entitled under s. 7 of the Charter to what he has requested then concurrent common law rights cannot serve to expand his entitlement.
            It follows that the motion on Griffiths’ behalf is without merit and it is accordingly dismissed.
            I am not prepared to award costs against Griffiths’ solicitor as requested by counsel for the Attorney General. 
            The motion on behalf of the Attorney General to set a date for the extradition hearing is granted.
The hearing is to proceed on January 6, 2004 at 10:00 a.m. or at such other date and time as counsel may agree upon in consultation with the Local Registrar.","The United States of America sought to extradite the respondent to face a charge of conspiracy to import into the USA a substance containing cocaine.
The USA brought a motion to set a date for the extradition hearing.
The respondent brought a motion requesting further disclosure and alleged that the USA had not disclosed all of the evidence in its custody or control.
HELD: The application for disclosure was dismissed.
A date for the extradition hearing was set.","[0, 102, 103, 1, 104, 101, 2, 4, 99, 3, 100, 5, 98, 6, 7, 96, 95, 94]"
900,"      THE COURT OF APPEAL FOR SASKATCHEWAN
Citation: 2006 SKCA 7                                                  Date:  20060124
                                 R.M. of Chaplin No. 164 
                                                                                        Appellant
                                              - and -
                                    Farm Credit Canada
                                                                                     Respondent
Bayda, C.J.S., Lane & Smith, JJ.A.
Tyler McCuaig for the R.M. of Chaplin No. 164
The Grant Agreement is cited in the first paragraph of the R.M. mortgage and the mortgage is clearly intended to be pursuant to the terms of that agreement.
The Grant Agreement, in turn, clearly sets out the parties’ intention that the mortgage be subject to the prior security interest of the respondent.
The appellant candidly admitted that this was its understanding and its expectation at the time the documents were executed.
Thus, the appellant could not, simply by registering the mortgage, create an interest greater than that to which it was entitled by its agreement with Mainline.
For these reasons, we concur in the trial judge’s conclusion that the fee simple mortgage of the respondent has priority over the fee simple mortgage of the appellant.
The appeal is accordingly dismissed with costs to the respondent.
      DATED at the City of Regina, in the Province of Saskatchewan, this   24th  day of   January                     , A.D. 2006.
                                     SMITH J.A.
I concur                             ____________________________________
                                      BAYDA C.J.S.
I concur                             ____________________________________
                                     LANE J.A.","This is an appeal brought by the R.M. from a judgment of the Court of Queen's Bench determining that a mortgage held by the R.M. was subordinate to a mortgage held by the respondent Farm Credit Canada (FCC), even though the R.M. mortgage was registered before the mortgage of FCC.
The R.M. had agreed with the mortgagor that its mortgage would be subordinate to that of FCC.
The appeal raises the application of the priority provisions of The Land Titles Act, 2000 and in particular the application of s. 54 of the Act.
HELD: The mortgage of the respondent has priority over the mortgage of the appellant.
The appeal is dismissed with costs.
 1) It is not necessary in this case to consider whether the priority provisions of the Land Titles Act are overridden by commercial postponement agreements in mortgages, or whether reliance by the competing security holder is necessary in order to displace the doctrine of privity of contract in relation to a covenant to postpone, for the court consider the matter to be governed by a consideration of the nature of the interest created by the R.M. mortgage in light of s. 54(3) of the Act. 2)
Registration does not and cannot alter the nature of the legal interest granted by the instrument registered.
In the present case the mortgage instrument states that it is pursuant to the prior Grant Agreement executed by the parties.
This agreement, in turn, clearly provides that any security granted by Mainline to the R.M. is subject to the prior security interest of the respondent to the extent of $3,125,000.
In effect, Mainline granted to the R.M. a mortgage of a limited interest, being Mainline's equity of redemption after any mortgage held by the respondent, to the extent of $3,125,000.
The appellant admits that it was never intended, as between itself and Mainline, that it would obtain a security interest in priority to that of the respondent.
Mainline granted a mortgage to the appellant subject to the prior interests, as defined, of the respondent and of CIBC.
The appellant is therefore, seeking to increase the interest actually accorded to it by the debtor by relying on its prior registration and the priority provision of the Act.","[0, 179, 178, 2, 3, 177, 176, 172, 1, 173, 171, 175, 4, 7, 170, 5, 6, 169, 168, 174, 8]"
901,"                   QUEEN’S BENCH FOR SASKATCHEWAN
This judgment deals with divorce and division of family property.
DIVISION OF FAMILY PROPERTY
Background 
A lasting relationship was not formed at that time.
The date they moved in together is uncertain from the evidence.
However, I find that they would have been living together by August 1, 1999.
[8]                  The parties’ first child was born March 18, 2000.
Total adjusted value of family property attributed 
Equalization payment
The amount of family property attributed to Louise is $18,141.92.
Section 26 of The Family Property Act provides for effecting a distribution pursuant to Part IV of the Act.
Upon payment of those monies to Louise, the charge created by this judgment is to be removed from the said land.
Additionally, and by way of equalization:
(a)      Louise is to receive one half of Cory’s pension for the period from August 1, 1999, to July 19, 2005, and that entitlement is now to be transferred to her at source; and
(b)      Leave is granted to either party to apply with respect to Cory’s severance package if one comes into being.
Costs
There shall be no order as to costs as the results of this action are mixed.
Goldenberg","This judgment dealt with divorce and division of family property.
At issue was the value of the matrimonial home and the balance of family property.
HELD: Decree of divorce issued.
Valuations of the family home and property were made, and exemptions and equitable considerations were addressed.
Equalization payments were prescribed.
As the results of the action were mixed, no costs were ordered.","[628, 0, 18, 21, 624, 627, 629, 22, 623, 626, 619, 615, 25, 31, 30, 613, 34, 617, 625]"
902,"                   QUEEN’S BENCH FOR SASKATCHEWAN
                                                                                                          Citation: 2012 SKQB 338
Docket:                     Q.B.G. No. 519 of 2009
Judicial Centre:           Saskatoon
WAYNE CHALAZAN and BRANDON CHALAZAN,
                                                                                                                               PLAINTIFFS
                                                                   - and -
                                                                                                                              DEFENDANT
Ms. Fehr’s affidavit was served upon counsel for the plaintiffs and with the Court in June 2012.
Counsel for the plaintiffs has filed a brief of law opposing the Court accepting that affidavit primarily on the basis that it was filed on the eve of trial.
             For the sake of trial efficiency the Court is going to make an interim order subject to further argument by counsel for the plaintiffs on September 5, 2012, if they wish to do so, that the Court accept Ms. Fehr’s affidavit.
Accordingly, she should make herself available for the purpose of cross‑examination, if the defendant corporation still wants to file her affidavit in support of its case.
If not, the Court will disregard the contents of her affidavit.
             The Part 40 simplified trial shall continue on September 5, 2012, in compliance with the provisions of Part 40 of the Rules.
             If any further direction is required of the Court prior to the continuation of the simplified trial on September 5, 2012, arrangements are to be made with the Local Registrar.
                                                                                                                           M.L. DOVELL   ","Under Part 40 of The Queen's Bench Rules (QBR), the plaintiffs commenced an action in 2009 against the defendant for the return of their deposit and the recovery of their costs for plans with respect to a residential construction contract.
The defendant denied the claim and affidavits were exchanged before a simplified trial date was set for May 2012.
The trial was rescheduled to June when counsel for the defence withdrew.
Just before the trial, the president of the defendant corporation requested that he be allowed to represent his corporation pursuant to Rule 10(2) of the QBR and notified the Court and the plaintiffs that his corporation had just been dissolved.
This development raised three issues to be decided before the simplified trial could proceed: 1) did the Court have jurisdiction to hear the simplified trial; 2) what is the status of the dissolved corporate defendant?; and 3) what is the appropriate process during the trial?
HELD: Regarding the first issue, the Court held that it had jurisdiction pursuant to s. 219(2) of The Business Corporations Act.
With respect to the second issue, the Court held that again, pursuant to its interpretation of s. 219 of the Act, that the trial should proceed and that the dissolved corporate defendant be allowed to defend the action on the ground that if liability continues, so should the right to defend the action.
As far as the third issue was concerned, the Court held that simplified trial would proceed and that the president of the dissolved corporate defendant would be permitted to represent it.
Since the parties had given notice that they wished to cross-examine the deponents of affidavits filed in each other's case, the Court ordered that the deponents be produced for the purpose of cross-examination.","[96, 0, 95, 97, 1, 94, 2, 3, 93, 5, 89, 4, 8, 6, 92, 88]"
903,"                                  IN THE SUPREME COURT OF NOVA SCOTIA
THE CHILDREN’S AID SOCIETY OF CAPE BRETON-VICTORIA
It is not in the best interests of the children to be returned to the Respondents’ care, either together or separately.
The case has been made out against the Respondents on evidence excluding the opinion evidence.
In the final analysis, and hindsight is a wonderful thing, the expert opinion in this particular case  with this history, was not necessary - at least not necessary to decide if future remedial measures may work.
I find there is no extended family capable of caring for these children as meant by Section 42(3) of the Children and Family Services Act, with the exception of S.M..
The evidence is clear, however, that the extra dedication that is needed to their own children is a long-term commitment, conceivably until they leave home.
These are good and caring people and parents, but it appears a third child would be taking on more than they could handle.
9 Stahl, P.M., Conducting Child Custody Evaluations: A Comprehensive Guide, Sage Publications, Inc., 1994, at pgs. 147 & 148
10 Doherty, M.P., The Portable Guide to Evidence, Thomson Canada Limited, 2001, at pg. 53
11 Doherty, M.P., The Portable Guide to Evidence, Thomson Canada Limited, 2001, at pg. 54","The Agency applied for the permanent care of four young children, aged 2 to 5 years.
The three youngest children had been in the Agency's temporary care and the oldest child had been in the supervised care of her paternal grandparents.
The family had come to the Agency's notice due to problems with money, food shortage and housing.
Despite several years of assistance from a Family Skills Worker and Parent Aid, concerns remained as to the mother's willingness and ability to care for her children.
The oldest child had continuously moved between her biological father's home (which was often with the mother) and her paternal grandparents.
The biological father had custody of her at the present time.
The paternal grandparents wanted custody of both the oldest and youngest children, whom they believed to be their son's children.
Application granted; the oldest child to be placed in the supervised care of her paternal grandmother and the biological father is not to live in that home; both parents can have supervised carefully monitored access to that child (if access is not exercised by either party, that access will be terminated); the three youngest children are to be placed in the permanent care of the Agency for the purposes of adoption with both parents' access to these children to be weaned.
Access between all four children will continue at least until it becomes impossible due to the current adoption law in the province.
Although the expert evidence presented by the Agency was rejected due to its apparent lack of objectivity and the fact that the experts appeared biased by their access to the entire Children's Aid file which contained numerous unproven allegations, the court found that despite extensive remedial measures provided to the family, all four children would be at risk of harm if returned to either parent due to an environment of absence of necessities, multiple moves, one child having witnessed physical violence, medical needs not having been met, basic hygiene not having been met and basic supervision and safety concerns not having been met.
The father failed to either protect the children or provide the necessities for them.
Both parents were not willing to accept input from any professional.
Neither parent could, nor wished to, change in the foreseeable future.","[874, 819, 791, 873, 820, 814, 0, 872, 815, 2, 790]"
904,"NOVA SCOTIA COURT OF APPEAL
Citation: C.P. v. D.S., 2008 NSCA 10
Docket: CA 281587
Registry: Halifax
Appellant
Counsel for the respondents takes issue with several of the factual assertions contained in the appellant’s affidavit, mainly surrounding the birth mother’s alleged past attempts to contact the child and denial of her requests for access.
The appellant, who continues to reside in British Columbia, was not available for cross-examination on her affidavit.
I would admit fresh evidence limited to the portions of the appellant’s affidavit addressing her efforts to secure counsel for the adoption hearing (paras.
6, 7 and 8) and the affidavit of Charlene Moore.
Clearly the due diligence requirement is not applicable here.
I am satisfied that the evidence of the appellant’s attempts to be represented at the hearing is reasonably capable of belief; the steps she took to engage counsel were reasonable in the circumstances and that she acted with dispatch.
I am further satisfied that the judge presiding at the adoption application, having ordered notice to the birth parents, would have heard the appellant’s submissions had she been present or represented.
DISPOSITION
[22]         Section 83 of the Act permits an appeal of an adoption order:
I would allow the appeal, set aside the adoption order and remit the adoption application to a judge of the Family Division.
Concurred in:","The appellant appealed the adoption order regarding her natural child.
Although at one time the child had been in the permanent care of the Agency, that order was terminated and replaced by a private guardianship order which had placed the child with the now-adoptive parents.
Although neither of the birth parents, who resided in British Columbia, had attended the adoption hearing, the birth mother now sought access to the child and requested that the court receive fresh evidence as to her unsuccessful efforts to obtain counsel to represent her at the adoption hearing.
Appeal allowed; adoption order set aside; matter remitted to the application court for a further hearing; application to admit fresh evidence granted in part; the portions of the appellant's affidavit addressing her efforts to secure counsel for the adoption hearing admitted into evidence.
The appellant had a bona fide intention to appear or to be represented at the hearing and had made reasonable, although unsuccessful, efforts to do so.
Allowing the appeal would be in the child's best interests as she had resided with the adoptive parents for the past three years and would continue to do so pending the further hearing.","[85, 0, 104, 1, 86, 83, 84, 2, 87, 82, 81, 103, 3, 4, 80, 79]"
905,"      IN THE FAMILY COURT FOR THE PROVINCE OF NOVA SCOTIA
Andrew Ionson, Esq., for the Respondent, T.K.G.
THE APPLICATION:
She is the mother of the child, C., born [in 1993], and asks the court, pursuant to Civil Procedure Rule 37.11(2), to set aside its decision granting permanent care and custody to Family and Children’s Services by order dated November 12, 2002.
THE FACTS:
The admissible paragraphs provide an outline of the Minister’s understanding of what resulted in an order for permanent care and custody.
Arguments of Counsel:
Reference is made in the decision of Squitti v. Squitti [1997]
On behalf of the Agency:
Counsel on behalf of the agency (Family and Children’s Services) argues that the decision and principle set out by Justice Haliburton in Cameron v. Gabriel S.A.R. 01552 July 20, 1999.
A party who has failed to appear on an application through accident, mistake, insufficient notice or other just cause may, within ten days from the time when the order granted on the application comes to his attention, apply on notice to set aside or vary the order and the court may do so on such terms as it thinks just.
There is no provision in the Family Court Rules to set aside an order of the court and in that event reference is made to the Civil Procedure Rules.
for the Province of Nova Scotia.","The mother of a child applied to have the court set aside its decision granting permanent care and custody of the child to the Agency.
When the applicant did not appear at the original hearing, her counsel withdrew as solicitor of record.
She now argued that she had made a mistake in the hearing date.
Application allowed; previous order set aside and matter set down for disposition review hearing.
In order to protect the best interests of the child, the court must take jurisdiction and set aside the previous order to allow the applicant another disposition review hearing.","[14, 110, 1, 104, 121, 96, 103, 38, 15, 92, 18, 109, 17]"
906,"SUPREME COURT OF NOVA SCOTIA
Citation: Brogan v. RBC Dominion Securities Inc., 2009 NSSC 351
Plaintiffs
Defendant
That said there can be no doubt that there ensued substantial, fairly regular and meaningful exchanges of information and documentation among the parties and their counsel in recent years.
All parties have filed their pleadings.
The facts of this case are not as strong as those in Clarke: discoveries have not been conducted, the plaintiffs themselves are more likely to blame for the delay and their loss is purely economic, while the plaintiff in Clarke was seriously injured.
At the same time, RBC itself caused not inconsiderable periods of delay, and repeatedly conducted itself in such a way as to give the plaintiffs the impression that it intended to proceed.
RBC attributes its own delay to the collection and preparation of documents; the three-year delay attributed to the plaintiffs in responding to the Demand for Particulars concerned the preparation of similar documentation.
Moreover, the Demand for Particulars requested details of conversations with Mr. O'Neill that could have been explored through the discovery process.
On balance, in view of the drastic nature of the dismissal remedy and the divided responsibility for the cumulative delay, I believe that the balance weighs in favour of preserving the proceeding.
Conclusion
The parties shall bear their own costs.","The action, originally filed in 2000, concerned allegations of breach of - fiduciary duty, trust, industry regulations/standards, contract; and claims of negligence and malpractice.
These claims related to the actions of an investor formerly employed by the defendant.
The matter had languished at a slow pace for many years.
The evidence showed the plaintiffs had taken three years to reply to a demand for particulars.
There was also delay when the defendant requested a change in the plaintiff's counsel (because of a conflict of interest).
The defendant applied to dismiss the plaintiffs' action, claiming want of prosecution under the Rule 28.13 of the old Civil Procedure Rules (1972), and asserting it has suffered significant prejudice as a result of the delay such that it will be impossible to properly defend the claim.
Application dismissed.
While there has been inordinate delay (eight-and-a-half-years) attributable to the plaintiffs, the defendant is also responsible for some of the delay (another two-and-a-half-years).
While the plaintiff's delay could be considered inexcusable if viewed in isolation, the defendant's contribution to the delay is not irrelevant.
There were actions on the part of the defendant that could be interpreted as acquiescing to the delay.
After considering the case law concerning the circumstances in which a presumption of prejudice will arise as a result of the passage of time, the court found no presumption of prejudice here.
On the facts, there is not a sufficient causal connection between the delay/blameworthy conduct and the prejudice.
There is a significant documentary record of the transactions.
The defendant has been in contact with its former employee and could have taken the opportunity to discover him sooner.
The defendant's failure to act to secure the evidence available to them at time mitigates the effects of the passage of time.
While there is a possibility of some prejudice should the matter proceed, the defendant has not established it will suffer serious prejudice.
Even if there was serious prejudice, the balance of convenience weighs in favour of the plaintiffs given that dismissing the action would leave them with no other recourse.","[440, 435, 436, 433, 0, 432, 4, 6, 431, 434, 426, 1, 424]"
907,"IN THE SUPREME COURT OF NOVA SCOTIA 
TRIAL DIVISION
BOYD A. CORKUM
Plaintiff
BARTLEY SAWATSKY and CHARLES SAWATSKY and SUN ALLIANCE INSURANCE COMPANY, a body corporate
Defendants
COUNSEL:   Walter O. Newton, Q.C., Randall P.H. Balcome, Esq., and Scott A. Gillis, Esq., for the plaintiff
TRIAL DIVISION
BOYD A. CORKUM
Plaintiff
Defendants
This is an assessment of damages.
(Exhibit No. 1 being a letter from David A. Miller, Q.C. to Walter O. Newton, Q.C. dated September 28, 1992)
Mr. Corkum and His Work
His hired hand had successfully completed a power saw course so that Mr. Corkum then qualified as a silviculture contractor 
Mr. Corkum's Injury and Treatment.
He is not used to ‑ and doesn't especially like ‑ others having to do for him.
The plaintiff claims under the following heads of damage:
I see no basis in law or on policy grounds to refuse to shift that loss where, as here, the net result of Mr. Corkum's settlement is to give the defendants a credit of $9,000.00 which they would not otherwise have received.
Summary
Had that been the case, no loss of earnings would have been suffered by Boyd Corkum.
CONCLUSION
Halifax, Nova Scotia
BOYD A. CORKUM
- and -
INSURANCE COMPANY, a body corporate
DECISION OF SAUNDERS, J.","The 53-year-old plaintiff suffered a neck injury (cervical dystonia) in a car accident.
After undergoing treatment from 14 specialists, the plaintiff had little relief four years following the accident.
He was rendered permanently disabled from all work for which he was trained and could no longer work the farm, sawmill or Christmas tree operation he had developed.
Assessing non-pecuniary damages at $60,000.
In assessing pecuniary damages, the court accepted the defendant's expert evidence which led to the conclusion the plaintiffs businesses were marginally profitable.
The defendants were ordered to pay $30,000 as real, net loss of future income.
The court approved a 5% capitalization rate as being appropriate where there was an eight year term to age 65.
The plaintiff settled his future Section B benefits just before trial.
The court rejected the defence argument that they were entitled to a credit for present value of those benefits which represented a figure over seven times the settlement figure.
The defendants were only entitled to a credit for sums actually paid to the plaintiff.
The court rejected the plaintiff's actuarial report as being late and in breach of Civil Procedure Rule 31.08.","[1, 777, 0, 775, 3, 2, 772, 770, 11, 5, 4, 16, 13, 764, 12, 8, 758, 734, 767, 23, 99, 150, 15, 151, 24, 98, 733]"
908,"Citation: Foster-Jacques v Jacques, 2011 NSSC  290
Registry: Halifax
Sharon Foster-Jacques
Petitioner
Hector Jacques 
Respondent
Judge:                  The Honourable Justice Beryl A. MacDonald 
Counsel:               Gordon Kelly & Adrienne Bowers, Counsel for the                               applicant                             
William L. Ryan, Q.C. & Sarah Scott, Counsel for the respondent
In this way the public will learn what facts were accepted as proven by the court.
[37]           The open court principles were crafted at a time when the internet was not a public source of information nor of manipulation.
Initially these principles were developed in criminal cases where scrutiny to ensure the state was not abusing it’s powers of arrest and imprisonment was paramount.
This case involves the court as a provider of a dispute resolution process.
The state has passed laws that create a framework for that dispute resolution but the potential for state abuse of the parties is limited if nonexistent.
The public interest in the process, and in the performance of the judges, remains to be served by the opportunity for the public to attend the hearings and read or listen to decisions rendered.
The media can attend and publish what it wishes about that hearing and those decisions.
I  grant the applications requested.
This divorce file shall be sealed in its entirety.","Rule 85.04 – Order for confidentiality
The parties moved under Rule 59.60 to have the court seal their file after media asked to view it.
They didn't ask to exclude the public from the hearing, nor did they seek a publication ban.
 , the file will be sealed.
While Rule 59.60 doesn't provide guidance on when it would be appropriate to seal a file, Rule 85.04(1) does.
The SCC decision of Dagenais (and related cases) applies.
A confidentiality order should only be granted when: necessary to prevent a serious risk to an important interest; there are no less intrusive measures available; and the benefits outweigh the costs.
Personal embarrassment or damage to a party's reputation isn't enough.
Here, the important public interest is the protection of personal identifiers (e.g. SIN's, addresses, bank account numbers and other personal information required on court documents).
Having these identifiers accessible to members of the public can result in identity theft, which is a real and serious concern.
The court is able to take judicial notice of the fact society values the prevention of identity theft (and that it exists in the first place).
There are no less intrusive measures to prevent access to this personal information that aren't cumbersome and costly for the parties and court administration staff.
The salutary effects of a sealing order outweigh its deleterious effects, especially since the public will still be permitted to access the court hearing and any decision that is rendered.
The open court principle was crafted at a time when the internet wasn't a public source of information and manipulation.","[200, 18, 199, 198, 19, 195, 21, 197, 24, 20, 196, 23, 191, 22, 193, 194, 26, 27]"
909,"SUPREME COURT OF NOVA SCOTIA
Medusa Medical Technologies Inc.
Judge:                           The Honourable Justice Allan P. Boudreau
THIS INFORMATION SHEET DOES NOT FORM PART OF THE COURT'S DECISION.
QUOTES MUST BE FROM THE DECISION, NOT THIS LIBRARY SHEET.
SUPREME COURT OF NOVA SCOTIA
By the Court:
[41]         Medusa raises the possibility of conflicting decisions on the question of the legality of Boone and Bough’s application if separate proceedings are maintained.
I am satisfied the parties can be ready in months.
Another factor enumerated in Rule 6.03(5) is clause (c), which asks whether the hearing is of predictable length.
Contrary to what some of the parties have alluded to in this motion, I am of the view that the hearing should be predictable.
This issue will of necessity cause extensive delays in finalizing an action involving such a counterclaim.
CONCLUSION
If matters should unfold in a direction which indicates that an application is no longer appropriate, I believe it is always open to a party to bring forth a new motion to convert an application which has gone awry into an action.
COSTS
I will grant an Order accordingly, prepared by counsel for Boone and Bough and consented as to form by counsel for Medusa.","motion dismissed.
There are factors that suggest there is a presumption in favor of proceeding by way of an application (Rule 6.02(3)).
The respondent failed to show that, on balance, an action is the preferable route.
While not all of the witnesses will be ascertained quickly, the important ones can be, which is all that Rule 6.03(5)(a) requires.
The hearing should be predictable in scope and length and ready to be heard within months.
The issues are straightforward.
The only thing that would cause delay is the intended counterclaim.","[202, 0, 199, 5, 190, 198, 189, 25, 177, 7, 171, 37, 176, 26, 24, 178]"
910,"OF ORAL:    August 9, 1996
James L. Chipman for the Appellants
Sandra MacPherson-Duncan, for the Medical Society
It necessarily follows that recommendations by the authors founded or based on such information is also presumed to be an unreasonable invasion of privacy and likewise not to be disclosed.
As such the information referred to above is to be edited out of the report as well as any recommendations based on such personal information.
Pursuant to ss. 20 (3)(a), 20 (4)(a), 27 and 43 the remainder of the report is discloseable to the personal representatives of the three deceased.
The Regional Hospital, on the representations made to this Court, has consented to the release of the report.
As such, it clearly has consented to release of any comments and recommendations relating to the hospital's policies and procedures.
The report also deals with Identification and Terms of Reference, Process and Documents reviewed, and Background Issues Regarding Suicide and, like the findings as to the treatment, diagnosis or assessment and care of the three deceased, these are not matters of peer review.
If this information is less than what they believe they are entitled to receive, they will no doubt wish to review this circumstance with persons and advisers of their own choosing.","Following three patient suicides at the Cape Breton Regional Hospital, the hospital, in response to concerns and questions from family members, retained two psychiatrists to review the cases, the roles and responsibilities of individuals involved in the cases, patient records and hospital policies and practices.
At the end of the review they were to provide a written report to the hospital's Chief Executive Officer.
The hospital staff participating in the investigation and review were advised that their information would be treated as part of a 'peer review' and therefore confidential.
Upon receipt of the report the hospital, as a result, refused to disclose the report to the families.
An application pursuant to the Freedom of Information and Protection of Privacy Act was made by an M.L.A., who sought for the disclosure of the report and for a review of the hospital's decision to not release the report.
The hospital decided to release the full report.
The appellant employees appealed the decision of the hospital, claiming that they had been assured confidentiality.
Allowing the appeal,
that the disclosure of personal information consisting of personal recommendations or evaluations, character references, or personal evaluations by the appellants and other hospital staff are presumed under s. 20(3)(g) of the Act to be an unreasonable invasion of a third party's personal privacy.
Under s. 20(1) the hospital is required to refuse to disclose this information.
It necessarily follows that recommendations in the report founded upon such information is also presumed to be an unreasonable invasion of privacy and is likewise not to be disclosed.
The remainder of the report is disclose able.","[29, 505, 500, 497, 32, 31, 501, 503, 496, 498]"
