,generated_summary,oracle,idxes
792,"[2] The defendant resists the requested relief on the
Specifically that they did not within the
required time frame meet the requirements set out in s.
27(2)(b) of the Act which states:
right and on the expiry of the 15-day
provide within 15 days either:
from recognized financial
institution to the mortgagee to
purchase of the farm land that
is the subject of the offer and
for the price stated in the
[3] The defendant's objections are two fold:
recognized financial institution to it as the
to approve loan for you with the
By copy of this Loan Approval we are
connection with this loan:
[25] It is appreciated the foregoing interpretation is at
618/90, J.C. Prince Albert.
However, Dielschneider J.'s
remarks were made with respect to motion to dismiss
Adequacy of the Notice Received by the Plaintiffs
and submit this notice does not contain the terms of the offer
the defendant received from the third party, but simply
Act. As have decided the plaintiffs are entitled to relief
in this matter, will not address the arguments advanced with
respect to this issue.
Relief [27] The plaintiffs are entitled to the following relief:
(3) The defendants counterclaim is dismissed.
(4) Costs of the action.
[28] Judgment accordingly.","The plaintiffs sought a declaration that they had complied with the requirements of s27 of the Saskatchewan Farm Security Act and an order requiring the defendant to sell them the lands which were subject to their right of first refusal under the Act.
The defendant objected on the basis the plaintiff did not meet the time frame requirements set out in s27(2)(b) as an unconditional and unequivocal letter of committment to finance the purchase had not been issued by the Farm Credit Corporation.
The defendant counterclaimed for rent owing by the plaintiffs as overholding tenants.
HELD: A declaration issued that the plaintiffs had complied with s27 of the Farm Security Act in exercising their right of first refusal and the defendant was to forthwith transfer the land to the plaintiffs for $629,280 on the usual trust conditions.
The defendants' counterclaim was dismissed.
1)The defendant waived its right to insist on strict compliance with the legislation.
Prior to the May letter the plaintiffs had complied with the original obligation to provide a letter of committment from a recognized financial institution.
The request for a letter addressed to it from a financial institution was first made in May 1997 and was an attempt to unilaterally change the initial requirement imposed on the plaintiffs.
2)Both the wording of s27(2)(b)(ii) and the wording used by the defendant in its offer of first refusal refer to a letter of committment to finance.
A letter of credit binding the financial institution to advance the money in any event would be beyond the means of most farmers who had recently experienced difficult financial circumstances.
To interpret the letter of committment referred to in the Act in a manner that would exclude mortgage financing would eliminate the ability of most farmers to exercise the right of first refusal.
There were no conditions precedent attached to the committment. 3)As the plaintiffs were entitled to relief the arguments concerning adequacy of notice from the defendant was not addressed. 4)The plaintiffs were awarded costs.","[361, 360, 347, 354, 353, 355, 10, 351, 350, 356, 1, 4, 12, 359, 5, 6, 22, 21, 20, 17, 342, 16, 338, 343, 317, 311, 23, 26, 341, 313]"
793,"[1] Guy Poirier farms with his father and brother.
[2] In 1997, Mr. Poirier acquired sprayer.
Its value was agreed to be $94,600.00 by the parties.
Mr. Poirier did not have $23,650.00, being 25% of the agreed value, as down payment, but he did have trade-in which was agreed to have value of $10,000.00.
In written notices and other communication to Mr. Poirier, subsequent to his default of the first payment on December 15, 1997, Case Credit used nomenclature such as principal, past due interest, conditional sales contract, purchase of equipment, realize on security and retail sales contract.
On January 6, 1998, Case Credit wrote Mr. Poirier demanding payment of $10,122.72 which, according to Case Credit, was comprised of $9,973.12 for ""principal"" and $149.60 for ""past due interest"".
It would be unjust to make any further order under the Act in these circumstances and in the absence of evidentiary basis, for example, of the fair market value of the sprayer at the time of the seizure as required for an order under s. 55(c) of the Act.
must follow the principles enunciated in Société Generale (Canada) v. Gulf Canada Resources Ltd., 1995 ABCA 259 (CanLII), [1995]
[11] The plaintiff's claim is dismissed.
The defendant is awarded costs on the basis of Column 3 of Schedule I of the Tariff of Costs.","The farm implement dealer and the defendant entered a standard form Finance Lease Agreement which provided for an 'advance payment' and semi-annual installments with the final 'termination value' payment to be paid at the defendant's option if he elected to purchase the sprayer.
The central issue was whether the Agreement was a lease and liquidated damages should be awarded in accordance with clause two, or a conditional sales security agreement whereby the dealer was restricted to repossession and sale by s.46(2) of the Saskatchewan Farm Security Act.
HELD: The plaintiff's claim was dismissed with costs on Column 3.
1)The Agreement was a conditional sales contract whereby title was reserved until the defendant elected to make the final payment.
The transaction falls within the ambit of the Saskatchewan Farm Security Act and the dealer's right to recover the unpaid purchase price is restricted to repossession and sale.
Although the dealer framed the Agreement as a lease the Agreement itself used notions of retail financing and secured party.
Nomenclature such as principal, past due interest, conditional sales contract, purchase of equipment, and retail sales contract were used.
The construction and interpretation of the nature of the Agreement is a question of law.
The Agreement had many attributes of ownership and collectively showed that the defendant acquired a substantial interest in the sprayer.
He had possession and unrestricted right to use the sprayer with high base hours.
The total payments were equivalent to the total payments under sales contract.
The defendant had the option to acquire title by making the final payment.
He bore the risk of loss and obligation for maintenance and insurance. 2)The court could not determine whether the option price would be substantially less, equal or more than the June 2002 fair market value of the sprayer. 3)If the Agreement is lease the defendant's consent to give up possession was conditional upon his release from further liability.
Case Credit cannot foreclose the entitlement to 40 days notice and take possession of the sprayer by relying upon conditional unwritten consent.
To validate early repossession would defeat the intention of the legislation to protect creditors.
Case could take possession only in accordance with Part IV of the SFSA. 4)If the Agreement is lease and covered by the SFSA, the defendant would be released from all liability under s.55.
It would be unjust to make any further order in a summary trial without the benefit of discoveries or pre-trial conference and without evidence of the fair market value at the time of seizure.
5)If the Agreement is lease and not covered by the SFSA, it would be held that the dealer was not barred by implied acceptance of the condition the defendant be released from further liability because of the exclusionary clause.
Judgment would have been granted for $42,089 with costs on Column 3.","[64, 63, 4, 3, 2, 61, 11, 0, 59, 12]"
794,"Counsel: Daniel Weir, for the Applicant
By the Court:
[1] Derrick and Christine Bemister were married on November 29, 1991, and separated on June 1, 2001.
Ms. Bemister filed an Answer on September 24, 2003.
[2] have heard the evidence as to the possibility of reconciliation and determined there is no such possibility.
The requirements of the Divorce Act have been complied with in all respects and the grounds for divorce as alleged has been proved.
RELEVANT LEGISLATION
[4] The Divorce Act:
(a) the length of time the spouses cohabited;
He delivered the vehicle to her and she refused to accept it.
Further, he notes, by having the car in the company’s name, he provided the insurance coverage for the period of time it was available to her which was contrary to the agreement.
take from that recognition by Ms. Bemister that Mr. Bemister was possibly providing more vehicle than required in the Agreement and that she was accepting of it.
Given what transpired up to the vehicle’s breakdown, I find that, on Mr. Bemister’s returning the Jimmy to Ms. Bemister in running order with an up-to-date safety sticker, Mr. Bemister will have substantially complied with his obligation pursuant to paragraph 11 of the Separation Agreement.","The parties were married for 10 years.
Contrary to the wording of their separation agreement, the husband argued that they had agreed that spousal support would only be payable for one year as the wife needed extra income from a secure source in order to obtain a mortgage on a new home.
Also at issue was the husband's obligation to provide the wife with an automobile pursuant to the separation agreement.
Spousal support to continue at the rate set out in the separation agreement for a period of fifteen months from the date of the decision at which time all support shall terminate, unless, prior to the termination date, the wife commences an application which results in her showing cause why spousal support should continue; the husband has complied with his obligations with respect to the provision of an automobile.
The wife's financial means and needs required support, the husband had made an agreement to provide such support and the evidence did not support a conclusion that it was agreed to be for only one year.
Although the wife did not establish any disadvantage from the marriage, there were disadvantages relating to its breakdown and her lifestyle deteriorated as result of the marriage ending.","[0, 2, 105, 6, 3, 99, 106, 7, 9, 13, 12, 17, 93]"
795,"By: The Honourable Madam Justice Wilkinson
Wilkinson J.A.
[2] The appellant agreed to purchase two-storey condominium unit (Units and 6) from the respondent, developer.
Building permits had not been obtained, nor had condominium titles been raised, at the time the sale agreement was entered into.
The respondent opted not to proceed with the two-story unit, revising it instead to single story unit (Unit 5) which was then offered to the appellant at proportionately reduced price.
At the time of registration of the appellant’s interest, the condominium plan had not yet been approved.
The respondent later sold Unit to third party.
The developer succeeded in obtaining court order discharging the miscellaneous interest.
In The Condominium Property Act, 1993, these provisions are material:
The determination of appropriate remedies was premature at that stage of the proceedings.
[30] For these reasons, the appeal is dismissed with costs.
[2] 2005 SCC 25 (CanLII), [2005]
[4] (1988), 1988 CanLII 5194 (SK CA), 66 Sask. R. 191 (C.A.).
[2006] O.J. No. 864; 2006 CarswellOnt. 1307 (Ont. Div. Ct.) varied at [2007]
O.J. No. 1856, 2007 CarswellOnt 3007 (Ont. Div. Ct.).
[7] (1978), 1978 CanLII 1466 (ON CA), 84 D.L.R. (3d) 243.
[9] R.R.S., c. C-26.1, Reg. (effective June 25, 2001).","The appellant agreed to buy a two-story condominium unit from the respondent developer.
The building permit had not been obtained, nor had condominium titles been raised at the time the sale agreement was entered into.
In the course of construction the respondent opted not to proceed with the two-story unit, revising it to a single story unit which was offered to the appellant.
The appellant did not accept the offer, and registered a miscellaneous interest against the title to the entire parcel of land.
The appellant sues for specific performance of the agreement and in the alternative, damages.
The developer succeeded in obtaining a court order discharging the miscellaneous interest.
The Court's jurisdiction to hear the appeal is found in s. 111 of The Land Titles Act, 2000.
The issue is whether the appellant possessed an interest in land so as to support the registration of a miscellaneous interest.
HELD: Appeal dismissed.
 1) Before a condominium plan as defined in The Condominium Property Act, 1993 comes into being, there is nothing in the Act which directly or inferentially entertains the prospect that a purchase of a 'proposed unit' can constitute an interest in land, or a registrable interest for the purposes of s. 50 of The Land Titles Act, 2000. 2)
The Act expressly prohibits the registration of any charge against the common property.
The appellant is not entitled to rest his claim to a registrable interest in the surface parcel on the basis of a notional claim to rights in 'common property'.
Common property, by definition, does not come into existence until the condominium plan comes into effect.
3) For the purposes of s. 50 of The Land Titles Act, 2000, the appellant had no basis in law, or under The Condominium Property Act, 1993 for asserting an interest against the surface parcel owned by the respondent.","[130, 129, 131, 132, 8, 6, 0, 127, 13, 128, 126, 3, 11, 121, 111, 14, 16]"
796,"At the hearing, the Director filed a March 8, 1994, letter reducing the assessment to $318.41 (including annual holiday pay).
The Director
contends that from April, 1990, to January, 1994, there were
The hours in
question were worked on April 12 and November 17, 1990, July
It is noted
that none of these days is holiday, but is the day in the
hours. The Director says it is not holiday issue, but
whether the City is obliged to pay overtime as required by the
arises only because there is holiday in the week in
favourable the agreement is than the Act.
not much. do have, however, the admission of the Director
that such is the case.
He admits that over all the agreement
is more favourable to the employee than the minimum standards
set out in the Act.
He further admits that the agreement's
provisions governing pay for holidays are more favourable than
the comparable provisions in the Act.
provisions of the agreement should govern, and not those of
the Act. The City\'s application is allowed, and the certificate is amended to show that there are no wages due or owing to Albert Morgan.
There will be no order as to costs.","The Director of Labour Standards issued a certificate against the City of Regina certifying that it owed a transit employee $318.41 in wages for hours worked in weeks containing a statutory holiday in excess of 32 hours as provided in the Labour Standards Act.
The City applied for a review.
HELD: The City's application was allowed.
Under the terms of the collective agreement in force, the employee was actually paid 4 hours pay in excess of the Act's requirements for each of the weeks in question.
Pursuant to section 72 of the Act, therefore, these particular terms of the collective agreement applied since they were, when considered in light of the balance of the agreement, more favorable to the employee than the requirements of the Act.","[108, 103, 9, 101, 102, 8, 1, 110, 18, 109, 11, 5, 4, 98, 97, 94, 12, 15, 96, 100, 99, 14]"
797,"[1] On January 15, 2007 the Respondent pled guilty to the offence of failing or refusing, without reasonable excuse, to attend and complete an anger management program as required by probation order made September 14, 2005.
Among other things, the probation terms once again require Mr. Yaremko to partake in anger management programming.
As he concluded the sentencing, and without any discussion or explanation, the sentencing judge waived the victim surcharge.
[2] The Crown appeals the sentence to the extent that the victim surcharge was waived.
(2) Subject to subsection (3), the amount of the victim surcharge in respect of an offence is
The record establishes that the Respondent was employed at the time of sentencing and has been consistently employed his entire adult life.
As stated by the Crown, the funds raised through victim surcharges play an important and vital part in the criminal justice system and it is important that sentencing judges pay serious attention to their obligations under s. 737 of the Code.
All amounts paid by way of victim surcharges are used in accordance with s. 21 of the Victims of Crime Act, 1995, S.S. 1995, c. V-6.011.
The Respondent shall have 30 days to pay the victim surcharge calculated from the day he is served with copy of this decision.","The Crown appeals the sentence to the extent that the victim surcharge was waived.
The appeal is made on the basis that the trial judge did not comply with the mandatory provisions of s. 737 of the Criminal Code.
HELD: The imposition of a victim fine surcharge under s. 737 of the code is mandatory subject only to an application under s. 737(5) relating to undue hardship.
If an offender is exempted from payment of the victim surcharge, it is also mandatory that the Court give reasons.
The sentence is varied to include an order requiring the respondent to pay a victim surcharge in the amount of $30.","[0, 3, 31, 6, 4, 29, 25, 10, 28]"
798,"[1] The applicants, who are charged separately with cultivating marihuana and possession of marihuana have plead not guilty to the charges.
As is the practice in this jurisdiction, defence counsel have brought a Charter motion in advance of jury selection to set aside:
(1) A section 186 CCC 60 day authorization for electronic surveillance on each accused dated January 30, 1997 primarily directed at their residences and their cell phones.
(3) A search warrant to search the residence of the applicant Derksen dated April 1, 1997 which resulted in the seizure of 365 marihuana plants and led to the present charges.
[2] number of grounds were advanced by defence counsel which will be dealt with more specifically hereinafter.
When permitted, the cross-examination should be limited by the trial judge to questions that are directed to establish that there was no basis upon which the authorization could have been granted.
Section 487(1) states search warrant should authorize peace officers or public officers only.
This coincidence does not trigger concern for the propriety of ongoing police investigations.
With respect to the improper seizure and retention of personal property of the accused, this is a collateral matter and does not affect the fairness of the trial.","FIAT. The applicants, charged separately, plead not guilty to cultivation and possession of marijuana and sought to have the evidence obtained pursuant to the authorizations for electronic surveillance and search warrant be excluded from trial and requested a stay of proceedings on all charges.
 They argued the search warrant, which resulted in the seizure of 365 marijuana plants, should be set aside on the additional grounds police officers allowed two news media camera crews onto the premises to film during the course of the search thereby rendering the search unreasonable pursuant to s.8 of the Charter.
The primary ground was that the police did not try any available investigative procedures before applying for a surveillance authorization.
As the matter was not urgent s.186(1)(b) of the Criminal Code was not complied with.
The Crown objected to the defences' reliance on portions of the preliminary inquiry.
The Crown produced an edited copy of the affidavits in support of the electronic and video surveillance warrants wherein all dates and other information were deleted to protect the identity of a principal source of information.
HELD: The application for a stay of proceedings was dismissed.
The evidence obtained pursuant to the electronic surveillance and the video surveillance warrant were ruled inadmissible at trial.
The search warrant respecting the residence was set aside.
The seriousness of the charge combined with the real evidence of the 365 marijuana plants outweighed the breach of the Charter s.8 right to be secure from unreasonable search and seizure.
The exclusion of the evidence obtained from the search of the premises would bring the administration of justice into disrepute.
1)The portions of the preliminary inquiry transcript were allowed by way of affidavit subject to the right of the Crown to call amplification evidence.
 2)The affidavit in support of the authorizations were considered solely on the basis of the edited copies. 3)The affidavit did disclose a current offence.
It was not obvious why the Crown edited out the dates.
4)The 1997 authorization was set aside.
The search was unreasonable and in breach of s.8 of the Charter.
The s.186(1)(b) pre-conditions for granting an authorization were not met.
There was no information contained in the affidavit or the amplification evidence which could support an objective standard that other investigative procedures were unlikely to succeed.
The impression given the issuing judge was false and misleading.
The fact pattern was the reverse of that in Dosch.
The information was limited to the existence of a marijuana grow operation on a rural acreage owned by Derksen with whom Begrand-Fast was alleged to be involved.
Neither had a criminal record.
The boilerplate paragraphs as to why other investigative procedures were unlikely to succeed had no factual basis.
 5)The information submitted to establish reasonable and probable grounds was exclusively information obtained from the electronic surveillance authorization.
A good faith argument was not available because the information submitted in support of the warrant was tainted by the conduct utilized to obtain the authorization.
The evidence obtained was equally a product of a serious infringement of the applicant's s.8 Charter rights because once the tainted evidence was excised for the affidavit in support there was no evidence supporting the issuance of the warrant.
The privacy interest was comparatively high.
The nature of the constitutional breach was major.
The means of obtaining the authorization was misleading because the reasons offered for not conducting a further investigation lacked a factual basis.
6)The residence search warrant was set aside.
The affidavit provided no indication of the source of the informer's knowledge.
The issuing justice was therefore unable to assess the reliability or the credibility of the information.
The fact the source is credible does not mean the information provided is reliable.
7)The seriousness of the breach was not at the high end of the scale.
There was an attempt to comply with the Criminal Code and two of the three requirements were met.
While good faith was not found with respect to the information offered in support of the electronic authorization, there was nothing in the information presented with respect to the search warrant that lead to a conclusion of bad faith.
On balance the administration of justice would not be brought into disrepute with the admissibility of this evidence.
 8)The Criminal Code makes no provision to add the names of civilians to a search warrant.
The reasoning in R. v. West applied and the search of the Derksen residence was conducted in an unreasonable manner contrary to s.8 of the Charter.
A Collins analysis favoured the inclusion of the evidence including the plants.
The police were attentive to privacy issues in supervising and restricting the television cameras.
The officer set grounds rules that the residence could not be identified in any broadcast.
The drug section was not the initiator of inviting the media along.
It was coincidence that the corporal did so on a search where the warrant was subsequently held to be invalid.
The two events did not amount to a course of conduct.
9)The improper seizure and retention of personal property of the accused was a collateral matter and did not affect the fairness of the trial.","[3, 401, 5, 6, 29, 395, 2, 0, 377]"
799,"[1] granted judgment in this matter on April 18, 2012 (Saskatchewan Government Insurance v. Medynski, c.o.b.
Lakeland Towing, 2012 SKQB 157 (CanLII), 396 Sask.R. 104, the “Original Judgment”).
Paragraphs 103, 104, 113 and 114 of the Original Judgment read:
Accordingly, conclude that the Admin Fee is not recoverable under the doctrine of quantum meruit.
(i) Judgment against Astro for improperly charged Admin Fees in the amount of $148,850.
In addition, SGI shall have judgment against Astro for any Admin Fees charged and paid by SGI subsequent to November 14, 2011.
(ii) SGI shall have judgment against John Medynski, operating as Lakeland Towing for improperly charged and paid Admin Fees in the amount of $345,755.52.
Additional Admin Fees charged to April 18, 2012
200.00 Other overcharges as provided for in paragraphs 113 and 114 of the Original Judgment
26,159.63 Pre‑judgment interest
15,737.54 Total judgment by SGI against Astro as at April 18, 2012
As per paragraph 103 of the Original Judgment
Additional Admin Fees charged to April 18, 2012
17,133.51 Total judgment by SGI against John Medynski as at April 18, 2012
[16] As discussed, any proceedings on the judgment are stayed pending the appeal.
[17] There will be no costs of this application.","In the original judgment, the manner in which certain calculations should be made with respect to the amount owing to the plaintiff was left to the parties, with the provision that the judge remained seized if they could not reach an agreement.
After judgment, the defendants appealed the judgment.
 The plaintiffs then submitted detailed calculations of the final judgment for the trial judge's review.
The defendants objected to the finalization of the judgment on the ground that, pursuant to Court of Appeal Rule 15, the notice of appeal had stayed the execution of the judgment until the disposition of the appeal.
The plaintiff submitted that the calculation of the judgment was not acting on it.
HELD: The defendant misconstrued the scope of Rule 15 as it does not stay proceedings.
The appeal does not affect the ability of the Court to finalize the judgment.
In fact, to do so will avoid costs and delay, and will hopefully be of some of assistance to the Court of Appeal.","[104, 4, 106, 2, 100, 103, 0, 7, 1, 8, 96, 9, 97, 95, 94, 99]"
800,"1. The learned trial judge erred in holding that the police officer who made demand for sample of the Appellant’s breath had reasonable and probable grounds to make such demand pursuant to section 254(3)(a) of the Criminal Code;
4. The learned trial judge erred in holding that the taking of breath samples from the Appellant did not constitute an unreasonable search and seizure pursuant to section of the Canadian charter [sic] of Rights and Freedoms.
7. The learned trial judge erred in holding that the Appellant’s ability to operate vehicle was impaired by alcohol or drug pursuant to s.253(1)(a) of the Criminal Code.
8. Such further grounds as counsel may advice [sic] and this Honourable Court may allow.
It is not clear that Cst. Forrester observed the bloodshot eyes of the appellant after making the formal arrest as argued by the appellant.
Cst. Forrester did notice the appellant had cleft lip and considered that that may have affected his speech.
The trial judge’s conclusion is supported by the facts.
Cst. Forrester’s belief was based on the observation that the appellant was driving with a flat tire and with the vehicle’s windshield wipers operating although it was a clear night, as well as all the other indicia of impairment referenced above.
Cst. Forrester had reasonable and probable grounds to demand a sample of the appellant’s breath, and the appellant’s claim for breach of the Charter must fail.","The appellant was convicted of driving over .08 contrary to s. 253(b) of the Criminal Code.
The appellant's memorandum of law and oral argument only addressed whether the police officer had reasonable and probable ground to arrest and demand his breath sample and asserted a violation of his rights pursuant to s. 8 and 9 Charter of Rights.
HELD: The appeal was dismissed.
The trial judge tested the officer's credibility and the judge's conclusion was supported by facts.
The officer's belief was based on the observation that the appellant was driving with a flat tire, with windshield wipers operating on a clear night, as well as slurred speech and bloodshot eyes.
The officer had reasonable and probable grounds to demand a sample of the appellant's breath.","[5, 2, 8, 113, 109, 103, 9, 106, 110]"
801,"[1] At a June 2, 2006 trial in Provincial Court the appellants, Orion Raycraft and Shaunna Raycraft, were found guilty of breaching a bylaw of the Rural Municipality of Vanscoy No. 345.
(c) identifying and proving Bylaw 2‑1995, the bylaw prohibiting livestock in that zoning district.
[3] The appellants did not lead evidence at trial.
(1) Application to admit new evidence
Further, the evidence will be admitted on appeal only if it bears upon a decisive or potentially decisive issue in the trial: R. v. Palmer (1979), 1979 CanLII 8 (SCC), [1980] 1 S.C.R. 759; Carriere v. Carriere, 2004 SKCA 80 (CanLII), 249 Sask.R. 240.
[6] The appellants have submitted, by way of sworn affidavits and by way of oral presentation, that some of the evidence they seek to have admitted came into their hands after the trial.
[7] The evidence that has come into the possession of the appellants after the trial, and that the appellants seek to have admitted, includes:
First, whatever definition of “livestock” is used, the definition always includes cattle.
They are included, since cattle are “livestock” under any definition of the word.
Cattle are livestock, and so cattle are not permitted in the district.
[28] The appellants fail on this argument.
That being the case, there is no basis on which to reverse the trial decision.
The appeal is dismissed.","The appellants were found guilty of breaching a rural municipal bylaw which provides 'That no poultry or livestock be permitted in districts zoned Hamlet [sic].'
There were four grounds of appeal: 1) an application to admit new evidence on appeal; 2) a constitutional challenge seeking a declaration that the bylaw was ultra vires for uncertainty; 3) the significance of the word 'hamlet' in the bylaw; and 4) the meaning of the word 'livestock' in the bylaw.
HELD: The appeal is dismissed.
1) New evidence will not be admitted on an appeal if, by due diligence, it could have been adduced at trial.
Further, new evidence will be admitted only if it bears upon a decisive or potentially decisive issue in the trial.
Neither of these requirements is met.
2) The constitutional challenge is not properly before the Court as notice is required when the constitutionality of a bylaw is impugned.
In any event, the uncertainty on which the appellants rely in attacking the bylaw does not exist.
3) The appellants misunderstand the use of the word 'hamlet' in the bylaw.
4) Whatever definition of 'livestock' is used, the definition always includes cattle.","[5, 94, 6, 0, 20, 97, 87, 90, 10, 93, 14, 98, 13]"
802,"THE COURT: Appeal allowed, verdict set aside and new trial ordered on the indictment, per oral reasons for judgment of Hallett, J.A.;
The reasons for judgment of the Court were delivered orally by:
This is an appeal from a conviction of first degree murder.
Secondly, on the evidence adduced at trial, the jury should not have been instructed that they could return a verdict of first degree murder by the application of s. 231(5) of the Criminal Code (see R. v. Pare (1988), 1987 CanLII 1 (SCC), 38 C.C.C. (3d) 97 at n. 108).
In addition to the errors already mentioned, the instructions on the defence of drunkenness were not adequate and there were errors in the jury selection process.
The appeal is allowed, the verdict is set aside and a new trial is ordered on the indictment.
CANADA PROVINCE OF NOVA SCOTIA
IN THE SUPREME COURT OF NOVA SCOTIA
SUPREME COURT OF NOVA SCOTIA TRIAL DIVISION
HER MAJESTY THE QUEEN
PLACE HEARD: Halifax, Nova Scotia
DATES HEARD: January 10, 11, 14, 15, 16, 17, 1991
W. Brian Smith, Esq., for the Defence
CASE ON APPEAL
APPEAL DIVISION
BETWEEN: PAUL WINSTON BOUDREAU
Respondent REASONS FOR JUDGMENT BY: HALLETT, J.A. (orally)","This was an appeal from a first degree murder conviction.
Allowing the appeal and ordering a new trial,
that the trial judge erred in (1) failing to instruct the jury that nothing short of the accused's subjective foresight of death could found a conviction; (2) instructing the jury they could return a first degree murder conviction on the basis of s.231(5) of the Criminal Code; and (3) failing to give adequate instructions on the defence of drunkenness.
The court also found errors in the jury selection process.","[2, 28, 0, 27, 30, 24, 7, 3, 23, 10, 21, 8, 17, 20, 16, 13, 12]"
803,"COUNSEL: Graydon Lally, for the petitioner
Kay L. Rhodenizer, for the respondent
On August 29, 1980, Alice Beryl Hickey and Thomas Earl Hickey, Jr. were married in Moncton, New Brunswick.
They have two children, Conor Andrew Hickey, born January 27, 1989 (7 years) and Braden James Hickey, born September 13, 1988 (51/2 years).
am required to consider the best interests of the children of the marriage, having reference to their conditions, means, needs and other circumstances.
23. The summer vacation period shall be defined as starting from the day after the children finish school until the sixth day before the children start school in September.
Pursuant to Justice Gruchy's interim order, Mr. Hickey is paying $1,800.00 per month or $900.00 per child.
Mrs. Hickey estimates the children's expenses, before tax, to be in the area of $1,845.00 which includes savings towards education of $176.00 per month.
In particular, he notes their share towards the costs of household maintenance, as well as the food and day care costs, given the amount of time the children are residing with him.
The first payment shall be due for the month of May.
(b) to divide their respective employment pensions, pursuant to the Pension
The trustee of the insurance proceeds for the children while they are minors shall be person of Mr. Hickey's choice.","This was a petition for divorce with an application for settlement of corollary matters, especially custody and access.
The mother was the primary caregiver during the marriage, but the father also made significant contributions.
The parties had an interim order for joint custody, which the father sought to continue.
The mother sought sole custody with generous access.
The evidence was that although both parents were good parents, they had difficulty in resolving problems between them, causing a lack of communication.
Allowing the mother's application,
that because the day to day decision-making was problematic, it was necessary for one of the parties to be given final say.
Both parents were to continue to share in rights and responsibilities on major issues.
As the parties lacked flexibility, a detailed access plan was incorporated.","[238, 1, 0, 2, 3, 235, 213, 232, 228, 223, 20, 224]"
804,"J. Plemel, Q.C. for the Crown
B.M. SINGER, PCJ DECISION June 27, 2007
[1] This is a decision, following a voir dire, on the admissibility of statements made by the accused to a police officer.
While continuing his investigation of the first incident, he attended at the parking lot of St. Paul’s Hospital in Saskatoon where he was approached by the accused.
The accused called out to him and said; “Excuse me, I was in a roll-over accident and I am intoxicated.”
[3] His interest piqued, the officer spoke with the accused and received identification information from his licence and advised him to check into the injuries he displayed by seeing the nurse at the emergency department.
accept that the accused responded to the police officer that he knew his rights and understood the warning.
In those circumstances it is not necessary to consider the seriousness of the violation or the repute of the administration of justice.
Therefore, all of the statements of the accused including those made after the arrest are excluded and will not form part of the Crown’s case.
[21] The result of the voir dire is that none of the statements of the accused will be admissible in evidence in this trial.","Decision, following a voir dire, on the admissibility of statements made by the accused to a police officer, beginning with: 'Excuse me, I was in a roll-over accident and I am intoxicated.'
The officer, who observed symptoms of impairment, asked the accused how much he had had to drink and was told he had consumed about 15 beers.
The officer placed the accused under arrest for impaired operation of a motor vehicle, and read him his Charter rights, the Police Warning and a Demand for Blood Sample.
The officer then detained the accused by remaining with him while awaiting the Blood Kit to arrive and for a blood technician to take the blood.
During this time, the officer interrogated the accused about the accident and the accused provided additional information.
The Crown contended that if he was given the police warning then it would be clear to the accused that he did not have to continue to answer questions the officer's questions.
The Defence argued that since the arrest and the blood demand were based upon self-incriminating evidence obtained by breach of the accused's s. 7 rights, the arrest was illegal and all evidence obtained thereafter should be excluded; or, at least, that the information obtained was illegally obtained and the police could not rely on that information to make the demand.
The accused testified that he talked to the police officer only because he believed he had a legal obligation to do so, based on advice he had received from others that there was a legal obligation to report the accident promptly to the police.
The Crown conceded that the accused did have a legal obligation to report the accident promptly, and that if the accused believed he was reporting the accident when he gave self-incriminating statements to the police officer as a result of that belief, those statements must be excluded according to law.
HELD: All of the statements of the accused, including those made after the arrest, are excluded and will not form part of the Crown's case.
The evidence obtained, and the statements, in particular, were self-incriminating and conscriptive.
The officer was acting in good faith, not with serious intentional disregard of the accused's rights.
He was not taking a statement under the Traffic Safety Act.
He did not know that the accused was only saying things because he believed he had to under compulsion of statute.
Even though the investigator did nothing that violated the accused's rights, they were nevertheless violated.
Because the violation resulted in the making of statements that amounted to self-incriminating evidence, following the logic of the case law, it is necessary to exclude those statements.
The accused did approach the police officer with the intention of reporting the accident as is required by the Traffic Safety Act.
As such, and as the Crown correctly concedes, his initial statement, anything said by the accused while providing his personal information and the answer to any question while registering at the hospital are excluded from this trial.
As the self-incriminating statements made under compulsion of statute have been excluded, it follows that any evidence that came about as a result of the officer following up on those excluded statements are also in breach of the accused's s. 7 rights.","[0, 68, 62, 2, 3, 8, 7, 59, 6, 69]"
